Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Corporate Services,Professional fees,05.05.2017,5100917404,"£21,275.00",Turner & Townsend Cost,,,
Manchester City Council,Corporate Services,Professional fees,05.05.2017,5100917397,"-£21,275.00",Turner & Townsend Cost,,,
Manchester City Council,Manchester Leisure,Labour Charges,05.05.2017,5100917219,"£9,414.57",Greater Manchester Police,,,
Manchester City Council,Manchester Leisure,Labour Charges,05.05.2017,5100917220,"-£4,033.91",Greater Manchester Police,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,05.05.2017,5100917399,"£67,000.00",University Of Manchester,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Professional fees,05.05.2017,5100917399,£670.00,University Of Manchester,,,
Manchester City Council,Manchester Leisure,Compensation Payments,05.05.2017,1905577432,"£5,020.40",Simpson Millar LLP,,,
Manchester City Council,Manchester Leisure,Legal Fees,05.05.2017,1905564276,"£1,210.00",Simpson Millar LLP,,,
Manchester City Council,Manchester Leisure,Legal Fees,05.05.2017,1905577747,£720.00,Simpson Millar LLP,,,
Manchester City Council,Chief Executives,Machinery and equipment repairs,05.05.2017,5100917438,"£3,114.00",Neopost Ltd (Consumables),,,
Manchester City Council,Chief Executives,Machinery and equipment repairs,05.05.2017,5100917439,£560.34,Neopost Ltd (Consumables),,,
Manchester City Council,Chief Executives,Printing,05.05.2017,5100917445,"£1,980.00",Neopost Ltd (Consumables),,,
Manchester City Council,Adult Social Care,Security,05.05.2017,5100917437,"£2,354.43",Community Security (North West),,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,05.05.2017,5100917256,"£1,216.91",Bury M.B.C.,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.05.2017,5100917069,"£34,736.00",The Big Life Company,,,
Manchester City Council,Adult Social Care,Payments for services,05.05.2017,5100917284,"£10,858.00",St Vincent'S School For The Blind &,,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,05.05.2017,5100917260,£656.40,Mountway Ltd,,,
Manchester City Council,Adult Social Care,Equipment,05.05.2017,5100917006,"£1,726.50",Invacare Limited,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,05.05.2017,5100917293,-£639.80,SHB T/A Golf Buggy Hire UK,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05.05.2017,5100917432,£524.00,Fast Hire UK,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,05.05.2017,5100917430,£650.00,Fast Hire UK,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.05.2017,5100917164,"£1,452.95",Anson Cabin Project,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.05.2017,5100917165,"£1,364.35",Anson Cabin Project,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,05.05.2017,5100917286,"£9,570.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Agency staff provision,05.05.2017,5100916823,"£14,053.30",HR GO Recruitment Healthcare,,,
Manchester City Council,Manchester Leisure,Grant Payments,05.05.2017,5100917267,"£1,410.00",Thompson Reuters (Professional),,,
Manchester City Council,Chief Executives,Agency staff provision,05.05.2017,5100916815,"£8,769.67",P S Recruitment Specialists Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,05.05.2017,5100917421,"£5,647.56",Semester Recruitment Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.05.2017,1905580223,£889.94,Chicken Joes Limited,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.05.2017,5100917059,"£1,524.25",N-Gage Project,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.05.2017,5100917078,"£1,898.25",Wythenshawe Community Housing Group,,,
Manchester City Council,Adult Social Care,Professional fees,05.05.2017,5100917359,"£1,500.00",JBS-R Associates,,,
Manchester City Council,Chief Executives,Agency staff provision,05.05.2017,5100917037,"£12,477.05",Gian Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,05.05.2017,5100916732,"£7,007.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,05.05.2017,5100917455,"-£17,689.77",Nelson and Colne College,,,
Manchester City Council,Manchester Leisure,Equipment,05.05.2017,1905568691,"£1,760.00",Johnson (Plant Hire),,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,05.05.2017,1905579775,£541.80,U Studio Design Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.05.2017,1905580279,£871.02,THE NOISY DRINK CO,,,
Manchester City Council,Adult Social Care,Rents,05.05.2017,1905573060,£800.00,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Grant Payments,08.05.2017,5100917596,"£6,855.00",Oldham Borough Council,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,08.05.2017,5100917262,£855.00,T/A Beresford Travel,,,
Manchester City Council,Adult Social Care,Foster Payments,08.05.2017,1905582284,"£1,215.44",Redacted Personal Information,,,
Manchester City Council,Manchester Leisure,Taxi Vehicle Materials,08.05.2017,5100917119,£608.50,New Auto Ltd T/A Mogo (Uk),,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,08.05.2017,5100917292,"£14,040.00",Carlton Fuels Ltd,,,
Manchester City Council,Corporate Services,Removal and Storage of Furniture,08.05.2017,5100917112,£504.65,BCL,,,
Manchester City Council,Insurance Fund,Household Insurance Premium,08.05.2017,1905571716,"£8,475.48",Zurich Municipal,,,
Manchester City Council,Insurance Fund,Miscellaneous Insurance Claims Income,08.05.2017,1905571716,"-£1,540.95",Zurich Municipal,,,
Manchester City Council,Highways Services,Professional fees,08.05.2017,5100916835,"£6,558.75",Mott Macdonald Uk Limited,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100914430,"£1,130.00",Safe Partnership Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100914430,£575.00,Safe Partnership Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100917590,"£1,400.00",Action First iPeople Ltd,,,
Manchester City Council,Housing Revenue Account,Private Finance and Public Private partnership initiatives,08.05.2017,5100917582,"£33,109.74",Manchester Energy Company Limited,,,
Manchester City Council,Chief Executives,Stationery,08.05.2017,5100916885,"£1,658.39",Digital ID Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,08.05.2017,5100917418,"£6,352.00",Ove Arup & Partners Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.05.2017,5100917583,"£6,520.70",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.05.2017,5100917567,"£2,385.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.05.2017,5100917565,"£2,235.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.05.2017,5100917581,"£1,690.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.05.2017,5100917580,"£1,115.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,08.05.2017,5100917579,"£1,010.00",Kenny Bros (Civil Eng) Ltd,,,
Manchester City Council,Highways Services,Grounds Maintenance Costs,08.05.2017,5100917353,£855.00,Utilities Design & Planning Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100917378,"£4,213.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100917254,"£3,494.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100917373,"£2,740.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,5100917273,"£2,261.00",AECOM Limited,,,
Manchester City Council,Chief Executives,Licences Purchase,08.05.2017,5100917517,"£1,360.00",Ncc Services Limited,,,
Manchester City Council,Manchester Leisure,Environmental Services,08.05.2017,5100917139,£540.00,Rigby Taylor Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,08.05.2017,5100916786,"£7,063.29",Morgan Hunt Public Sector Ltd,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.05.2017,5100917576,"£25,000.00",Moss Side Millennium Powerhouse Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,08.05.2017,5100917595,"£1,850.00",Eagle Containers Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,08.05.2017,5100917595,£550.00,Eagle Containers Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,08.05.2017,5100917594,-£500.00,Eagle Containers Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,08.05.2017,5100917594,"-£1,900.00",Eagle Containers Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580457,"£1,609.98",Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580456,"£1,124.72",Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580454,£926.65,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580461,£792.54,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580372,£651.36,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580423,£543.99,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580460,£512.65,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580378,£501.99,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,08.05.2017,1905580349,£500.28,Brake Bros Foodservice Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,08.05.2017,5100916725,"£4,815.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Agency staff provision,08.05.2017,5100916795,"£3,724.79",Deekay Technical Recruitment Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,08.05.2017,5100917141,"£12,772.00",Redacted Personal Information,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,08.05.2017,5100917577,"£10,640.00",Blackburn With Darwen Borough Counc,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,08.05.2017,5100917356,£895.00,Sitewatch Fire & Surveillance Ltd,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,08.05.2017,5100917357,-£895.00,Sitewatch Fire & Surveillance Ltd,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,08.05.2017,5100917170,£616.67,Sitewatch Fire & Surveillance Ltd,,,
Manchester City Council,Adult Social Care,Personal needs of client,08.05.2017,5100917167,"£2,662.60",Jenx Ltd,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,08.05.2017,5100914717,"£1,225.00",Cheadle Royal Healthcare,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.05.2017,5100914436,"£6,737.00",Great Places Housing Association,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,08.05.2017,5100915563,"£2,312.90",Great Places Housing Association,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,08.05.2017,5100917235,"£114,032.87",HOME,,,
Manchester City Council,Highways Services,Professional fees,08.05.2017,5100917369,"£3,500.00",Aecom Infrastructure & Environment,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,08.05.2017,5100917537,£810.00,G.M Travel,,,
Manchester City Council,Chief Executives,Advertising,08.05.2017,5100917240,£850.00,Mcr:Music Limited,,,
Manchester City Council,Housing Revenue Account,Supporting People Payments,08.05.2017,5100917518,"£1,538.46",Northwards Housing Limited,,,
Manchester City Council,Adult Social Care,Public Transport,08.05.2017,5100917541,"£11,492.25",Transport for Greater Manchester,,,
Manchester City Council,Adult Social Care,Public Transport,08.05.2017,5100917538,"£9,661.45",Transport for Greater Manchester,,,
Manchester City Council,Adult Social Care,Agency staff provision,08.05.2017,5100914509,"£3,382.18",Breakthrough Uk Ltd,,,
Manchester City Council,Regeneration Finance,Professional fees,08.05.2017,5100917480,"£5,450.00",Marketing Manchester,,,
Manchester City Council,Chief Executives,Printing,08.05.2017,5100916814,"£9,579.95",Greater Manchester Police,,,
Manchester City Council,Chief Executives,Printing,08.05.2017,5100916814,"£6,747.13",Greater Manchester Police,,,
Manchester City Council,Chief Executives,I T Provision,08.05.2017,5100917248,"£3,756.00",GS Systems Ltd,,,
Manchester City Council,GMIST (Greater Mcr Integrated),Equipment,08.05.2017,5100917257,£995.00,Micrographic Engineering Services,,,
Manchester City Council,Chief Executives,Telecoms Equip,08.05.2017,5100917131,"£1,860.00",Digital Exchange Products Ltd,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,08.05.2017,5100917276,"£3,750.00",Softbox Ltd,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,08.05.2017,5100914548,"£9,545.00",David'S Handy Rider,,,
Manchester City Council,Adult Social Care,Transport Coach Hire,08.05.2017,5100917482,"-£9,545.00",David'S Handy Rider,,,
Manchester City Council,Adult Social Care,Professional fees,08.05.2017,1905577746,£856.20,Otten Penna Solicitors,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,08.05.2017,5100916878,"£2,554.50",Bpi Recycled Products Plc,,,
