Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Adult Social Care,Supporting People Payments,05.07.2018,5100984074,"£2,849.24",Northwards Housing Limited,,
Manchester City Council,Adult Social Care,Equipment,05.07.2018,5100984083,"£2,845.84",Independent Life Solutions,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,05.07.2018,5100984052,"£2,536.76",Advanced Vehicle Technicians Ltd,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112141,"£2,508.59",Scottish & Southern Energy Plc,,
Manchester City Council,Adult Social Care,Legal Fees,05.07.2018,1906106072,"£2,500.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Supporting People Payments,05.07.2018,5100984074,"£2,487.33",Northwards Housing Limited,,
Manchester City Council,Adult Social Care,Legal Fees,05.07.2018,5100984130,"£2,480.00",11KBW,,
Manchester City Council,Adult Social Care,Supporting People Payments,05.07.2018,5100984074,"£2,442.21",Northwards Housing Limited,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112093,"£2,369.68",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112069,"£2,315.97",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Electricity,05.07.2018,1906112148,"£2,119.60",Npower,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112130,"£2,112.47",Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Professional fees,05.07.2018,5100984007,"£2,111.00",Viola Clause Ltd,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112129,"£2,057.06",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112073,"£2,050.54",Scottish & Southern Energy Plc,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.07.2018,5100983883,"£2,048.00",Turner & Townsend Cost,,
Manchester City Council,Chief Executives,Agency staff provision,05.07.2018,5100984204,"£2,040.50",Eden Brown Synergy,,
Manchester City Council,Adult Social Care,Storage Costs,05.07.2018,5100983997,"£1,931.88",Apex Self Storage Ltd,,
Manchester City Council,Adult Social Care,Payments for services,05.07.2018,5100983998,"£1,916.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Storage Costs,05.07.2018,5100984054,"£1,724.00",Iron Mountain,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,05.07.2018,5100984077,"£1,704.00",RCS Plants Ltd,,
Manchester City Council,Adult Social Care,Supporting People Payments,05.07.2018,5100984074,"£1,670.98",Northwards Housing Limited,,
Manchester City Council,Adult Social Care,Personal needs of client,05.07.2018,5100984084,"£1,662.90",Connevans Ltd,,
Manchester City Council,Chief Executives,Agency staff provision,05.07.2018,5100984205,"£1,654.50",Eden Brown Synergy,,
Manchester City Council,Chief Executives,Subsistence and Conference Expenses,05.07.2018,5100984053,"£1,635.00",Local Government Association,,
Manchester City Council,Highways Services,Payments to Contractors,05.07.2018,5100984024,"£1,561.22",National Car Parks Ltd Season Ticke,,
Manchester City Council,Adult Social Care,Payment of School Budget Share,05.07.2018,5100984033,"£1,560.00",Castlefield Campus,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112090,"£1,473.26",Scottish & Southern Energy Plc,,
Manchester City Council,Manchester Leisure,Security,05.07.2018,5100984101,"£1,387.50",Solon Security Ltd,,
Manchester City Council,Housing Revenue Account,Electricity,05.07.2018,1906112152,"£1,367.00",Npower,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112085,"£1,339.40",Scottish & Southern Energy Plc,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.07.2018,5100984119,"£1,323.24",Redacted Personal Information,,
Manchester City Council,Corporate Services,Fees,05.07.2018,1906106078,"£1,282.00",Bristow & Sutor,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.07.2018,5100984126,"£1,244.97",T/A Janus,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112081,"£1,217.82",Scottish & Southern Energy Plc,,
Manchester City Council,Chief Executives,Hire of Premises,05.07.2018,5100984051,"£1,200.00",King's House Conference (Gtr Mcr),,
Manchester City Council,Manchester Leisure,Special Events,05.07.2018,5100984044,"£1,198.59",WMB (Installations) Ltd,,
Manchester City Council,Manchester Leisure,Refuse Collection,05.07.2018,5100983701,"£1,188.12",Viridor Waste (Greater M/cr) Ltd,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,05.07.2018,5100983983,"£1,147.57",Carlton Fuels Ltd,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112138,"£1,078.91",Scottish & Southern Energy Plc,,
Manchester City Council,Adult Social Care,Equipment,05.07.2018,5100984138,"£1,059.90",Morris & Alexander Ltd,,
Manchester City Council,Adult Social Care,Professional fees,05.07.2018,5100984173,"£1,000.00",JBS-R Associates,,
Manchester City Council,Adult Social Care,Equipment,05.07.2018,5100984078,£975.00,Independent Life Solutions,,
Manchester City Council,Adult Social Care,Payments for services,05.07.2018,5100984035,£906.00,Cygnet (NW) Ltd,,
Manchester City Council,Adult Social Care,Storage Costs,05.07.2018,5100984064,£850.50,Iron Mountain,,
Manchester City Council,Chief Executives,Funeral and coroner related services,05.07.2018,5100984100,£841.50,Middleton Funeralcare,,
Manchester City Council,Chief Executives,Funeral and coroner related services,05.07.2018,5100984105,£841.50,Middleton Funeralcare,,
Manchester City Council,Adult Social Care,Equipment,05.07.2018,5100984093,£838.00,TherApp UK Ltd,,
Manchester City Council,Adult Social Care,Equipment,05.07.2018,5100984096,£838.00,TherApp UK Ltd,,
Manchester City Council,Adult Social Care,Equipment,05.07.2018,5100984099,£838.00,TherApp UK Ltd,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.07.2018,5100983995,£830.80,R & M Developments Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,05.07.2018,5100983996,£816.00,Osborne Richardson,,
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,05.07.2018,5100984169,£812.66,R & M Developments Ltd,,
Manchester City Council,Chief Executives,Mobilephone Charges,05.07.2018,1906103407,£750.02,EE/T-Mobile,,
Manchester City Council,Chief Executives,Funeral and coroner related services,05.07.2018,5100984098,£742.50,Middleton Funeralcare,,
Manchester City Council,Chief Executives,Funeral and coroner related services,05.07.2018,5100984102,£742.50,Middleton Funeralcare,,
Manchester City Council,GMIST (Greater Mcr Integrated),Storage Costs,05.07.2018,5100984089,£717.10,DeepStore,,
Manchester City Council,Chief Executives,Advertising,05.07.2018,5100983993,£710.10,TES Global Ltd,,
Manchester City Council,Manchester Leisure,Taxi Vehicle Materials,05.07.2018,5100984172,£693.30,New Auto Ltd T/A Mogo (Uk),,
Manchester City Council,Chief Executives,Funeral and coroner related services,05.07.2018,5100984103,£693.00,Middleton Funeralcare,,
Manchester City Council,Chief Executives,Printing,05.07.2018,5100984143,£689.00,Universal Live,,
Manchester City Council,Adult Social Care,Training and Development,05.07.2018,5100984125,£676.00,Willow Park Housing Trust,,
Manchester City Council,Adult Social Care,Supporting People Payments,05.07.2018,5100984074,£642.68,Northwards Housing Limited,,
Manchester City Council,Housing Revenue Account,Electricity,05.07.2018,1906112153,£636.28,Npower,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112089,£612.16,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112126,£597.25,Scottish & Southern Energy Plc,,
Manchester City Council,Chief Executives,Equipment,05.07.2018,5100984003,£594.60,Acco Uk Ltd,,
Manchester City Council,Adult Social Care,Professional fees,05.07.2018,5100983819,£579.17,Quaker Trading Ltd,,
Manchester City Council,Corporate Services,Travel Season Ticket Loan Scheme,05.07.2018,5100983864,£570.00,Stagecoach Manchester,,
Manchester City Council,Adult Social Care,Payments for services,05.07.2018,5100983989,£567.00,National Offender Mgt Services,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112127,£559.76,Scottish & Southern Energy Plc,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.07.2018,5100984150,£550.25,Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,05.07.2018,1906102937,£546.00,Blackpool Teaching Hospitals NHS FT,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,05.07.2018,5100984160,£521.78,Redacted Personal Information,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112068,£521.15,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112080,£512.69,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1906112132,£501.60,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081572,-£506.52,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081565,-£507.11,Scottish & Southern Energy Plc,,
Manchester City Council,GMIST (Greater Mcr Integrated),Storage Costs,05.07.2018,5100984094,-£717.10,DeepStore,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081561,-£985.19,Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081559,"-£1,217.82",Scottish & Southern Energy Plc,,
Manchester City Council,Corporate Services,Fees,05.07.2018,1906106078,"-£1,282.00",Bristow & Sutor,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081560,"-£1,339.40",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081563,"-£1,473.26",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081558,"-£2,050.54",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081570,"-£2,057.06",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081569,"-£2,112.47",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081557,"-£2,315.97",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081564,"-£2,369.68",Scottish & Southern Energy Plc,,
Manchester City Council,Housing Revenue Account,Gas,05.07.2018,1700081574,"-£2,508.59",Scottish & Southern Energy Plc,,
Manchester City Council,Regeneration Finance,Contract Cleaning External,05.07.2018,5100984112,"-£6,887.08",Mitie Cleaning & Environmental,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.07.2018,5100984097,"-£8,957.33",The Stroke Association,,
Manchester City Council,Corporate Services,Fees,05.07.2018,1906106077,"-£10,940.35",Bristow & Sutor,,
Manchester City Council,Environment and Operations,Construction Works,05.07.2018,5100984154,"-£72,478.20",JPCS Ltd,,
Manchester City Council,Corporate Services,Long Term Debtors,06.07.2018,1906113142,"£62,125,000.00",Manchester Airport Finance Holdings,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2018,5100984070,"£488,333.33",Central Mcr Uni Hospital t/a,,
Manchester City Council,Corporate Services,Long Term Debtors,06.07.2018,5100984258,"£247,673.00",First Step (Ancoats) Ltd,,
Manchester City Council,Highways Services,Data Registration Fee,06.07.2018,1906111006,"£80,000.00",HMCS Traffic EC,,
Manchester City Council,Highways Services,Data Registration Fee,06.07.2018,1906111007,"£80,000.00",HMCS Traffic EC,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,06.07.2018,5100984188,"£67,716.77",Winners Contract Hire Ltd,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,06.07.2018,5100984290,"£44,400.00",Charcoalblue LLP,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,06.07.2018,5100984039,"£36,993.85",Manchester Working Ltd,,
Manchester City Council,Adult Social Care,Payments for services,06.07.2018,5100984427,"£26,665.43",Care Concepts Ltd,,
Manchester City Council,Adult Social Care,Payments for services,06.07.2018,5100984285,"£19,270.56",The Together Trust,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,06.07.2018,5100984203,"£18,083.50",G & A Taylor Hotels Ltd,,
Manchester City Council,Chief Executives,I T Provision,06.07.2018,5100984216,"£17,500.00",Unitune SAP Solutions Ltd,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.07.2018,5100984073,"£17,446.09",Central Mcr Uni Hospital t/a,,
Manchester City Council,Manchester Leisure,Labour Charges,06.07.2018,5100984201,"£14,049.54",Trafford M B C,,
Manchester City Council,Manchester Leisure,Payments for services,06.07.2018,5100984341,"£11,200.00",Manchester Youth Academy,,
Manchester City Council,Manchester Leisure,Special Events,06.07.2018,5100984221,"£10,000.00",Manchester Literature Festival,,
Manchester City Council,Manchester Leisure,Professional fees,06.07.2018,5100984349,"£7,930.13",Community Security (North West),,
Manchester City Council,Chief Executives,Agency staff provision,06.07.2018,5100984218,"£6,626.50",Badenoch & Clark,,
Manchester City Council,Adult Social Care,Rents,06.07.2018,5100984262,"£6,290.58",Eeven Homes Ltd.,,
Manchester City Council,Adult Social Care,Payments for services,06.07.2018,5100984288,"£5,484.97",The Together Trust,,
Manchester City Council,Chief Executives,Examination Fees,06.07.2018,5100984420,"£5,230.00",ROAR Forensics Ltd,,
