Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,
Manchester City Council,Highways Services,Payments to Contractors,03.11.2017,5100945970,"£170,312.90",NSL Ltd,,,
Manchester City Council,Highways Services,Payments to Contractors,03.11.2017,5100945968,"£43,483.59",NSL Ltd,,,
Manchester City Council,Highways Services,Payments to Contractors,03.11.2017,5100945967,"£6,337.52",NSL Ltd,,,
Manchester City Council,Manchester Leisure,Rents,06.11.2017,5100946197,£525.00,Brunswick Parish Church,,,
Manchester City Council,Manchester Leisure,Hire of Premises,06.11.2017,5100945679,"£1,360.00",Grove Village Residents association,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance Costs,06.11.2017,5100945641,"£2,750.00",Groundwork Landscapes Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06.11.2017,5100945687,£577.50,Osborne Richardson,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06.11.2017,5100945688,£562.25,Osborne Richardson,,,
Manchester City Council,Manchester Leisure,Professional fees,06.11.2017,5100946154,£624.75,Mako,,,
Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,06.11.2017,5100945731,"£8,500.00",Tribal Education,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100946175,"£3,000.00",The Booth Centre,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100946144,"£4,500.00",Port Sunlight Village Trust,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100946287,£982.55,East Didsbury Community Group,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100945862,"£11,410.50",Path Yorkshire,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100946196,"£1,000.00",Moston & District Y & S Club,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100946196,£500.00,Moston & District Y & S Club,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.11.2017,5100946196,£500.00,Moston & District Y & S Club,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,06.11.2017,5100946225,"£2,250.00",Opening The Book Furniture Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,06.11.2017,5100945850,"£14,426.88",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,06.11.2017,5100946103,"£14,426.88",Carlton Fuels Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812272,£511.00,Pasta King (Uk) Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812254,"£1,269.31",Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812250,£771.69,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812261,£748.69,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812243,£696.88,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812277,£665.70,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812273,£581.58,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812242,£577.63,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812244,£559.99,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812234,£541.75,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.11.2017,1905812282,£504.47,Brake Bros Foodservice Ltd,,,
Manchester City Council,Adult Social Care,Training and Development,06.11.2017,5100946385,"-£1,487.50",Skills For Care Solutions,,,
Manchester City Council,Adult Social Care,Rents,06.11.2017,5100946206,£509.70,Southway Housing Trust,,,
Manchester City Council,Adult Social Care,Hire of Premises,06.11.2017,5100946161,£960.00,Barlow Moor Community Association,,,
Manchester City Council,Adult Social Care,Hire of Premises,06.11.2017,5100946405,£500.00,Manchester Central,,,
Manchester City Council,Adult Social Care,Equipment,06.11.2017,5100946183,£916.30,Connevans Ltd,,,
Manchester City Council,Adult Social Care,Equipment,06.11.2017,5100946261,"£2,644.00",Drive Devilbiss Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Equipment,06.11.2017,5100946264,"£1,035.60",Drive Devilbiss Healthcare Ltd,,,
Manchester City Council,Adult Social Care,Furniture,06.11.2017,5100945735,£525.00,Back Care Solutions Ltd,,,
Manchester City Council,Adult Social Care,Professional fees,06.11.2017,5100945957,"£3,494.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Professional fees,06.11.2017,5100945962,"£2,260.00",AECOM Limited,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,06.11.2017,5100945835,"£2,137.61",K L Properties,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,06.11.2017,5100946184,"£20,738.76",New Bridge School,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,06.11.2017,5100946185,"£19,028.36",New Bridge School,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,06.11.2017,5100946186,"£4,227.68",New Bridge School,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,06.11.2017,5100946260,"£1,986.75",St.John's CE Primary School,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,06.11.2017,5100946005,£506.79,Central & NW London NHS Foundation,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.11.2017,5100946038,"-£1,381.99",The Lesbian & Gay Foundation,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.11.2017,5100946228,"£6,010.20",Talbot House Support Centre,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.11.2017,5100945977,"£7,250.00",The Depaul Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.11.2017,5100945979,"£4,233.33",The Depaul Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.11.2017,5100945981,"£1,583.33",The Depaul Trust,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,06.11.2017,5100945652,"£1,539.50",Whalley Range Youth Opps Asc WHIZ,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946160,"£42,500.00",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946159,"£32,500.00",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946211,"£18,897.84",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946234,"£14,553.83",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946199,"£2,922.92",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946204,"£1,472.35",The Together Trust,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100945756,"£1,200.00",Teaching Personnel Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946167,£592.00,Eam Home Care Ltd,,,
Manchester City Council,Adult Social Care,Payments for services,06.11.2017,5100946165,£538.00,Eam Home Care Ltd,,,
Manchester City Council,Adult Social Care,Supporting People Payments,06.11.2017,5100945980,"£11,666.67",The Depaul Trust,,,
Manchester City Council,Adult Social Care,Supporting People Payments,06.11.2017,5100946198,"£3,750.00",Safe Families for Children,,,
Manchester City Council,Adult Social Care,Registered Nursing Homes Permanent Payments,06.11.2017,5100946156,"£2,103.57",Ringway Mews Nursing Home,,,
Manchester City Council,Adult Social Care,Registered Nursing Homes Permanent Payments,06.11.2017,5100946151,"£1,197.86",Ringway Mews Nursing Home,,,
Manchester City Council,Adult Social Care,Day Care Payments,06.11.2017,5100945848,£760.00,Wisemaster Builders Childcare Ltd,,,
Manchester City Council,Adult Social Care,Supported Accommodation,06.11.2017,5100946248,"£1,100.00",Manchester Settlement,,,
Manchester City Council,Adult Social Care,Supported Accommodation,06.11.2017,5100945857,"£1,210.72",Salford Womens Aid,,,
Manchester City Council,Adult Social Care,Legal Fees,06.11.2017,5100945963,£650.00,Outer Temple Chambers,,,
Manchester City Council,Adult Social Care,Legal Fees,06.11.2017,5100946193,£800.00,Redacted Personal Information,,,
Manchester City Council,Corporate Services,Furniture,06.11.2017,5100945732,"£1,011.00",Back Care Solutions Ltd,,,
Manchester City Council,Corporate Services,Professional fees,06.11.2017,5100946213,"£15,000.00",Jones Lang LaSalle Limited,,,
Manchester City Council,Corporate Services,Professional fees,06.11.2017,5100946217,"£6,000.00",Jones Lang LaSalle Limited,,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,06.11.2017,5100946297,"£8,020.50",Pinsent Masons LLP,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,06.11.2017,5100946200,"£1,908.00",Hoist & Shower Chair Company,,,
Manchester City Council,Chief Executives,Agency staff provision,06.11.2017,5100946006,"£1,338.50",Venn Group Ltd,,,
Manchester City Council,Chief Executives,Agency staff provision,06.11.2017,5100945816,"£1,087.70",Reed Employment Plc,,,
Manchester City Council,Chief Executives,Agency staff provision,06.11.2017,5100946231,"£3,156.00",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Training and Development,06.11.2017,5100946181,"£4,730.00",Manchester Metropolitan University,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,06.11.2017,5100946282,£620.15,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,06.11.2017,5100946278,£947.63,Redacted Personal Information,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,06.11.2017,5100946289,"£1,111.91",Redacted Personal Information,,,
Manchester City Council,Chief Executives,Printing,06.11.2017,5100946187,"£1,145.00",Mail Solutions,,,
Manchester City Council,Chief Executives,Printing,06.11.2017,5100945852,"£1,628.00",Leeds Graphic Press Ltd,,,
Manchester City Council,Chief Executives,Printing,06.11.2017,5100946105,£680.00,Browns Digital Ltd,,,
Manchester City Council,Chief Executives,Advertising,06.11.2017,5100945881,£900.00,Reed Business Information Ltd,,,
Manchester City Council,Chief Executives,Advertising,06.11.2017,5100946226,"£2,160.00",MediaCo Outdoor Limited,,,
Manchester City Council,Chief Executives,Advertising,06.11.2017,5100946106,£720.00,MediaCo Outdoor Limited,,,
Manchester City Council,Chief Executives,Examination Fees,06.11.2017,5100945784,"£1,215.00",ROAR Forensics Ltd,,,
Manchester City Council,Chief Executives,Examination Fees,06.11.2017,5100945779,"£1,050.80",ROAR Forensics Ltd,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,06.11.2017,5100945702,"£6,500.00",Turner & Townsend Cost,,,
Manchester City Council,Regeneration Finance,Refuse Collection,06.11.2017,5100946169,£603.00,Emerge 3Rs,,,
Manchester City Council,Highways Services,Professional fees,06.11.2017,5100945894,"£5,445.00",Mott Macdonald Uk Limited,,,
Manchester City Council,Manchester Leisure,Equipment,07.11.2017,1905812874,"£1,467.00",PAYPAL,,,
Manchester City Council,Manchester Leisure,Equipment,07.11.2017,1905812871,£722.99,DV247 LIMITED,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,07.11.2017,1905812915,£760.01,Offerton Sand & Gravel(Quarry)Ltd,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,07.11.2017,1905812945,"£3,425.70",HOUSE OF PLANTS,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,07.11.2017,1905812873,£560.02,WWW.UNICOL.COM,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07.11.2017,5100945752,"£1,501.92",Ramora Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07.11.2017,5100945751,"£1,241.73",Ramora Ltd,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07.11.2017,5100945750,"£1,039.50",Ramora Ltd,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,07.11.2017,5100946166,"£1,680.00",Balmers GM Ltd,,,
Manchester City Council,Manchester Leisure,Catering Provisions,07.11.2017,1905812408,£633.00,WALNE EVENTS LTD,,,
Manchester City Council,Manchester Leisure,Professional fees,07.11.2017,5100946374,"£4,250.00",CentreForum,,,
Manchester City Council,Manchester Leisure,I T Provision,07.11.2017,5100945741,£743.40,Computacenter (UK) Ltd,,,
Manchester City Council,Manchester Leisure,I T Provision,07.11.2017,1905812609,£849.60,ADOBE  CREATIVE CLOUD,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07.11.2017,5100946325,£549.49,City South Manchester Housing Trust,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,07.11.2017,1905812732,"£2,846.50",Bunzl Catering Supplies,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,07.11.2017,1905812733,"£1,753.96",Bunzl Catering Supplies,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,07.11.2017,1905812505,£638.09,Brake Bros Foodservice Ltd,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,07.11.2017,1905812964,£600.00,BRITISH PEST CONTROL A,,,
Manchester City Council,Hospitality + Trading Services,Subsistence and Conference Expenses,07.11.2017,1905812986,-£760.00,ROYAL OVERSEAS LEAGUE,,,
