Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,05.12.2018,5101007881,"£2,652.00",Bruntwood Estates Alpha,,,,,,
Manchester City Council,Corporate Services,Legal Fees,05.12.2018,5101008152,"£16,673.00",Shoosmiths LLP,,,,,,
Manchester City Council,Housing General Fund,Works and associated costs for Land and Buildings,05.12.2018,5101008030,"£6,316.00",Pinsent Masons LLP,,,,,,
Manchester City Council,Chief Executives,Agency staff provision,05.12.2018,5101008103,"£3,418.90",Ashberry Recruitment Ltd,,,,,,
Manchester City Council,Chief Executives,Security,05.12.2018,5101008022,£762.60,Showsec International Ltd,,,,,,
Manchester City Council,Chief Executives,Equipment,05.12.2018,5101008129,£672.00,Connevans Ltd,,,,,,
Manchester City Council,Chief Executives,Paper & Envelopes,05.12.2018,5101007999,"£1,792.34",Premier Paper Group Ltd,,,,,,
Manchester City Council,Chief Executives,Mobilephone Charges,05.12.2018,1906294126,"£64,983.82",ORANGE(A/PM/01),,,,,,
Manchester City Council,Chief Executives,I T Provision,05.12.2018,5101007823,"£5,000.00",Spacecraft Creative Limited,,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,05.12.2018,5101007849,£590.00,Finastra,,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,05.12.2018,5101008004,"-£2,500.00",Elected Technologies,,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,05.12.2018,5101008007,"-£11,880.00",Elected Technologies,,,,,,
Manchester City Council,Chief Executives,Advertising,05.12.2018,5101008027,"£8,162.95",Clicky Media Ltd,,,,,,
Manchester City Council,Chief Executives,Advertising,05.12.2018,5101008015,"£1,400.00",Guardian News and Media Limited,,,,,,
Manchester City Council,Chief Executives,Licences Purchase,05.12.2018,5101007817,"£32,000.00",Cloud Technology Solutions Ltd,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.12.2018,5101007717,"£7,425.00",Pearson Consult Ltd,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.12.2018,5101007984,"£2,496.00",Turner & Townsend Cost,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.12.2018,5101008048,"£1,700.00",Survey Operations Limited,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.12.2018,5101008044,£850.00,Survey Operations Limited,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.12.2018,5101008050,-£850.00,Survey Operations Limited,,,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,05.12.2018,5101008045,"-£1,700.00",Survey Operations Limited,,,,,,
Manchester City Council,Chief Executives,Legal Fees,05.12.2018,1906288314,£500.00,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Legal Fees,05.12.2018,1906294114,"£4,251.00",Liberata,,,,,,
Manchester City Council,Chief Executives,Legal Fees,05.12.2018,1906294116,"£18,620.00",Liberata,,,,,,
Manchester City Council,Chief Executives,Compensation Payments,05.12.2018,1906293304,£575.00,Redacted Personal Information,,,,,,
Manchester City Council,Chief Executives,Compensation Payments,05.12.2018,1906293180,£650.00,Susan Abimbola Bakare,,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,05.12.2018,5101008047,"£1,559.33",Schneider Electric Ltd,,,,,,
Manchester City Council,Regeneration Finance,External repairs and maintenance for buildings,05.12.2018,5101007884,"£13,491.00",Victoria Baths Trading Ltd,,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,05.12.2018,5101008016,"£162,944.36",Manchester Working Ltd,,,,,,
Manchester City Council,Regeneration Finance,Storage Costs,05.12.2018,5101008115,£576.09,Data Space Limited,,,,,,
Manchester City Council,Regeneration Finance,Car Parking Permits,05.12.2018,1906289962,"£2,411.66",National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Regeneration Finance,Car Parking Permits,05.12.2018,1906289993,"£2,411.66",National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Regeneration Finance,Car Parking Permits,05.12.2018,1906289991,£833.33,National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Regeneration Finance,Car Parking Permits,05.12.2018,1906289992,£833.33,National Car Parks Ltd Season Ticke,,,,,,
Manchester City Council,Regeneration Finance,Training and Development,05.12.2018,5101008142,£777.00,Pearson Education Ltd,,,,,,
Manchester City Council,Regeneration Finance,Catering Provisions,05.12.2018,5101008127,£737.49,Turner & Wrights Ltd,,,,,,
Manchester City Council,Regeneration Finance,Catering Provisions,05.12.2018,5101008125,-£737.49,Turner & Wrights Ltd,,,,,,
Manchester City Council,Regeneration Finance,Professional fees,05.12.2018,5101008019,"£5,000.00",BNP Paribas,,,,,,
Manchester City Council,Regeneration Finance,ICT Support & Maintenance,05.12.2018,5101007978,"£41,326.40",Universal Live,,,,,,
Manchester City Council,Regeneration Finance,ICT Support & Maintenance,05.12.2018,5101007982,"£13,464.00",Universal Live,,,,,,
Manchester City Council,Highways Services,Training - Day Release Fees,05.12.2018,5101007985,£760.00,Red Rose Training (Bolton) Ltd,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,05.12.2018,5101008032,"£1,141.14",TARMAC,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,05.12.2018,5101008031,£855.14,TARMAC,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,05.12.2018,5101007988,£774.18,TARMAC,,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,05.12.2018,5101008033,£696.80,Aggregate Industries T/A Kennedy As,,,,,,
Manchester City Council,Highways Services,Professional fees,05.12.2018,5101007768,"£3,078.25",AECOM Limited,,,,,,
Manchester City Council,Highways Services,Professional fees,05.12.2018,5101007768,"£1,601.75",AECOM Limited,,,,,,
Manchester City Council,Insurance Fund,Insurance,05.12.2018,1906290122,"£2,200.00",Irwin Mitchell Solicitors,,,,,,
Manchester City Council,Insurance Fund,Insurance,05.12.2018,1906290118,£780.00,Irwin Mitchell Solicitors,,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,06.12.2018,5101008082,£820.00,A C Electrical (North) Limited,,,,,,
Manchester City Council,Manchester Leisure,Car Parking Permits,06.12.2018,5101008276,"£3,357.02",NSL Ltd,,,,,,
Manchester City Council,Manchester Leisure,Equipment,06.12.2018,5101008179,"£3,000.00",Greater M/cr Tree Station Limited,,,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,06.12.2018,5101007793,"£1,000.00",Eventplus Ltd,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,06.12.2018,5101008292,£733.41,Manchester City Galleries Dev Co,,,,,,
Manchester City Council,Manchester Leisure,Professional fees,06.12.2018,5101008262,£500.00,Manchester Young Lives,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.12.2018,5101008203,"£10,000.00",Manchester Alliance For,,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.12.2018,5101008305,£990.00,Wythenshawe Market Traders Committe,,,,,,
Manchester City Council,Manchester Leisure,Special Events,06.12.2018,5101008199,£520.00,Artful Playground,,,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,06.12.2018,5101008263,"£181,797.41",ISG Construction Limited,,,,,,
Manchester City Council,Libraries and Theatres,Training and Development,06.12.2018,5101008120,£740.00,Salford GIS Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,External repairs and maintenance for buildings,06.12.2018,5101008233,"£245,863.79",Conlon Construction Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,06.12.2018,5101008267,"£10,659.20",Carlton Fuels Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,06.12.2018,5101008411,"£4,901.60",Specialist Vehicle rental,,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,06.12.2018,5101008053,£705.00,John Bradshaw Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Equipment,06.12.2018,5101008280,"£1,720.00",Tents & Events Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295547,"£1,160.16",Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295681,"£1,096.84",Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295633,£998.79,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295632,£879.57,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295754,£857.58,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295616,£838.16,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295729,£830.55,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295544,£817.02,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295617,£767.15,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295628,£756.61,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295758,£755.38,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295613,£723.24,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295728,£722.44,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295618,£702.92,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295647,£701.32,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295663,£688.38,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295528,£670.06,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295757,£654.75,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295672,£605.03,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295695,£587.99,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295642,£586.54,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295717,£586.19,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295763,£577.58,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295702,£572.46,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295630,£557.98,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295479,£540.47,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295595,£538.43,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295452,£531.79,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295519,£529.94,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295666,£529.49,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295693,£521.70,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295596,£517.42,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295610,£513.90,Ralph Livesey Ltd,,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,06.12.2018,1906295726,£506.09,Brake Bros Foodservice Ltd,,,,,,
Manchester City Council,Adult Social Care,Training and Development,06.12.2018,5101008191,"£6,144.19",Research in Practice,,,,,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,06.12.2018,5101008261,"£8,474.28",ISG Construction Limited,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,5101008303,"£76,155.29",Accommodation Links Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,5101008243,"£29,984.68",District Homes Cic,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,5101008167,"£26,199.46",Housing Social Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,5101008297,"£2,868.88",Mosscare Housing Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,5101008302,"£1,289.86",Wythenshawe Community Housing Group,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,1906294101,"£1,200.00",TWC Manchester Ltd,,,,,,
Manchester City Council,Adult Social Care,Rents,06.12.2018,5101008302,"£1,139.32",Wythenshawe Community Housing Group,,,,,,
Manchester City Council,Adult Social Care,Rates,06.12.2018,5101008332,£560.91,Kids Start Ltd,,,,,,
Manchester City Council,Adult Social Care,Contract Cleaning External,06.12.2018,5101008325,"£2,296.00",Kids Start Ltd,,,,,,
Manchester City Council,Adult Social Care,Hire of Premises,06.12.2018,5101007753,£650.01,Chancellors Hotel & Conf Centre,,,,,,
Manchester City Council,Adult Social Care,Equipment,06.12.2018,5101008146,"£1,288.85",Tunstall Healthcare (UK) Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,06.12.2018,5101008310,"£1,278.00",Invacare Limited,,,,,,
Manchester City Council,Adult Social Care,Equipment,06.12.2018,5101008169,£816.00,Morris & Alexander Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,06.12.2018,5101008171,£714.60,Morris & Alexander Ltd,,,,,,
Manchester City Council,Adult Social Care,Equipment,06.12.2018,1906295270,£638.92,Argos Business Solutions,,,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",06.12.2018,5101008352,£576.00,Camilla Carpets Ltd,,,,,,
Manchester City Council,Adult Social Care,Mobilephone Charges,06.12.2018,5101008264,"£9,840.00",Roda Telecom Limited,,,,,,
