Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Environment and Operations,Construction Works,03.12.2021,5105789323,"£5,850.07",Balfour Beatty Living Places Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,03.12.2021,5105789117,£660.00,Cycloan Educ & Restorative Approach,,,,
Manchester City Council,Childrens & Education Services,Contract Cleaning External,03.12.2021,5105789134,"£1,170.00",Superkids Levenshulme Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03.12.2021,5105789226,"£6,785.00",CW Travel,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",03.12.2021,1700127339,-£530.00,Halfords,,,,
Manchester City Council,Childrens & Education Services,"Consumable items eg Toilet rolls, soap etc",03.12.2021,1907475600,-£580.00,STAGECOACH SERVICE,,,,
Manchester City Council,Childrens & Education Services,Training and Development,03.12.2021,5105789385,£697.00,Kay Pictures Limited,,,,
Manchester City Council,Childrens & Education Services,Professional fees,03.12.2021,5105789328,"£2,040.00",Afruca,,,,
Manchester City Council,Childrens & Education Services,Professional fees,03.12.2021,5105789186,"£67,001.75",Career Connect,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,03.12.2021,5105789304,"£17,734.00",Longford Park School,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,03.12.2021,5105789306,"£3,470.61",New Bridge School,,,,
Manchester City Council,Childrens & Education Services,Personal needs of client,03.12.2021,1907474892,£530.00,Halfords,,,,
Manchester City Council,Childrens & Education Services,Personal needs of client,03.12.2021,5105789010,"£3,735.00",Frontrow Uk,,,,
Manchester City Council,Adult Social Care,Rents,03.12.2021,5105789123,"£1,699.90",Mosscare Housing Ltd,,,,
Manchester City Council,Adult Social Care,Rents,03.12.2021,5105789173,"£36,477.36",M & Q Properties Management Ltd,,,,
Manchester City Council,Adult Social Care,Rents,03.12.2021,5105789288,"£6,545.83",M&D Residential Ltd,,,,
Manchester City Council,Adult Social Care,Rents,03.12.2021,5105789118,"£6,035.31",M&D Residential Ltd,,,,
Manchester City Council,Adult Social Care,Furniture,03.12.2021,5105788974,"£1,429.95",Back Care Solutions Ltd,,,,
Manchester City Council,Adult Social Care,Professional fees,03.12.2021,5105789107,"£13,378.50",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,I T Provision,03.12.2021,5105788923,"£3,550.00",Symetri,,,,
Manchester City Council,Adult Social Care,I T Provision,03.12.2021,5105788925,"£1,065.00",Symetri,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,03.12.2021,5105789311,"£16,408.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.12.2021,5105789275,"£401,023.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,03.12.2021,5105789276,"£401,023.00",Greater Manchester Mental Health,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.12.2021,5105789195,"£11,000.00",Stepping Stone Projects,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.12.2021,5105789230,"£11,000.00",Stepping Stone Projects,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.12.2021,5105789231,"£11,000.00",Stepping Stone Projects,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,03.12.2021,5105789403,"£39,600.00",Lotus Sanctuary CIC,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,03.12.2021,5105789402,"£1,906.00",Places for People Living +,,,,
Manchester City Council,Adult Social Care,Personal needs of client,03.12.2021,5105789129,£540.00,Anywhere Care Ltd,,,,
Manchester City Council,Adult Social Care,Legal Fees,03.12.2021,5105789070,£533.33,Outer Temple Chambers,,,,
Manchester City Council,Corporate Services,Car Parking Permits,03.12.2021,5105789251,"£10,249.00",Flowbird Smart City Uk Ltd,,,,
Manchester City Council,Corporate Services,Car Parking Permits,03.12.2021,5105789252,£624.50,Flowbird Smart City Uk Ltd,,,,
Manchester City Council,Corporate Services,Mobilephone Charges,03.12.2021,5105789160,"£10,594.00",Document Output Solutions UK Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789109,"£1,249.31",Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789377,£932.19,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789348,£887.26,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789394,£783.39,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789138,£743.97,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789185,£677.03,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789300,£664.33,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789264,£642.07,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789349,£637.08,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789400,£601.36,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789376,£597.40,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789248,£546.36,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789284,£537.39,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789267,£535.42,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,WPS Awards,03.12.2021,5105789220,£534.56,Furniture Resource Centre Ltd,,,,
Manchester City Council,Housing Revenue Account,Northwards Reps Fee,03.12.2021,1907474752,"£8,185.00",Redacted Personal Information,,,,
Manchester City Council,Housing Revenue Account,Professional fees,03.12.2021,1907475733,"£1,403.00",Land Law LLP,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.12.2021,5105789196,"£2,806.60",Rexel UK Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.12.2021,5105789198,£758.02,Pts Plumbing Trade Supplies,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.12.2021,5105789197,£599.43,Pts Plumbing Trade Supplies,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.12.2021,5105789110,"£10,544.47",Manchester Working Ltd,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.12.2021,5105789128,"£5,123.74",Magnet Contract Kitchen Solutions,,,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,03.12.2021,5105789229,"£64,767.73",Fieldway Supplies Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,03.12.2021,5105789127,"£5,629.92",Buckingham Futures Limited,,,,
Manchester City Council,Chief Executives,Training and Development,03.12.2021,5105789206,"£8,640.00",Purple Infusion Ltd,,,,
Manchester City Council,Chief Executives,Rents,03.12.2021,5105789108,"£24,232.00",UKfast.net Ltd,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,03.12.2021,5105789097,£545.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,03.12.2021,5105789082,"£1,580.33",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,03.12.2021,5105789100,"£1,686.98",Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Grant Payments,03.12.2021,5105789322,"£2,986.00",The Manchester Men's Room,,,,
Manchester City Council,Chief Executives,Grant Payments,03.12.2021,5105789380,"£3,812.50",Streetwise Opera,,,,
Manchester City Council,Chief Executives,Grant Payments,03.12.2021,5105789392,"£3,812.50",Streetwise Opera,,,,
Manchester City Council,Chief Executives,Floral Decorations,03.12.2021,5105789235,"£1,125.00",T/A Frog Flowers,,,,
Manchester City Council,Chief Executives,Professional fees,03.12.2021,1907470402,£975.00,18 St John Street Chambers,,,,
Manchester City Council,Chief Executives,Postage,03.12.2021,5105789169,"£7,019.35",Whistl North Ltd,,,,
Manchester City Council,Chief Executives,I T Provision,03.12.2021,5105789108,"£1,200.00",UKfast.net Ltd,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,03.12.2021,5105789227,"£9,298.80",Benchill Community Centre,,,,
Manchester City Council,Chief Executives,Charges for Services,03.12.2021,1907474750,£500.00,Redacted Personal Information,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.12.2021,5105789329,"£4,875.00",BMS Software (Northern) Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.12.2021,5105789330,£687.50,BMS Software (Northern) Ltd,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.12.2021,5105789334,"£18,283.32",NE1 Procurement Services Limited,,,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,03.12.2021,5105789384,"£5,050.51",NE1 Procurement Services Limited,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.12.2021,5105789259,"£4,051.89",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.12.2021,5105789271,"£4,051.89",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.12.2021,5105789257,"-£4,051.89",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.12.2021,5105789260,"-£4,051.89",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,03.12.2021,5105789238,£587.95,Colour Data UK Ltd,,,,
Manchester City Council,Regeneration Finance,Agency staff provision,03.12.2021,5105789388,"£6,666.67",Odgers Berndtson,,,,
Manchester City Council,Regeneration Finance,Rents,03.12.2021,1907474754,"£10,062.13",Moss Side Millennium Powerhouse Ltd,,,,
Manchester City Council,Regeneration Finance,Stationery,03.12.2021,5105789488,£576.70,Banner Group Limited,,,,
Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,03.12.2021,5105789061,"£67,447.00",Pure Innovations Ltd,,,,
Manchester City Council,Regeneration Finance,Compensation Payments,03.12.2021,1907475727,"£1,250.00",GUNNER COOKE LLP,,,,
Manchester City Council,Highways Services,Contract Cleaning External,03.12.2021,5105789017,"£20,726.33",Biffa Municipal Limited,,,,
Manchester City Council,Highways Services,Professional fees,03.12.2021,5105789009,"£7,776.56",Waterman Infrastructure and,,,,
Manchester City Council,Highways Services,Compensation Payments,03.12.2021,1907474746,"£4,500.00",PJW Legal,,,,
Manchester City Council,Highways Services,Legal Fees,03.12.2021,1907470387,"£1,000.00",Redacted Personal Information,,,,
Manchester City Council,Highways Services,Compensation Payments,03.12.2021,1907474747,"£2,739.00",PJW Legal,,,,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,06.12.2021,5105789647,"£12,239.10",Engie Regeneration Ltd,,,,
Manchester City Council,Manchester Leisure,Responsive Repairs Work,06.12.2021,5105789648,"£6,356.17",Engie Regeneration Ltd,,,,
Manchester City Council,Manchester Leisure,Grounds Maintenance,06.12.2021,5105789463,"£1,980.00",Willfab Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,06.12.2021,5105789467,"£1,980.00",Willfab Ltd,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,06.12.2021,5105789136,£900.00,Arboricultural Services Treework,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,06.12.2021,5105789625,"£1,600.00",Cornthwaite Tree Care,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,06.12.2021,5105789624,"£1,100.00",Cornthwaite Tree Care,,,,
Manchester City Council,Manchester Leisure,Building Materials for direct delivery,06.12.2021,5105789526,"£1,995.00",Flowprotect Ltd,,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06.12.2021,5105789764,"£7,244.80",Community Security (North West),,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06.12.2021,5105789767,"£1,420.00",Community Security (North West),,,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,06.12.2021,5105789642,"£1,800.00",Cornthwaite Tree Care,,,,
Manchester City Council,Manchester Leisure,Hire of Machinery,06.12.2021,5105789643,£699.47,Bradshaw Lawnmover Engineers,,,,
Manchester City Council,Manchester Leisure,Professional fees,06.12.2021,5105789597,"£1,548.00",Barlow Moor Community Association,,,,
Manchester City Council,Manchester Leisure,Professional fees,06.12.2021,5105789630,£742.00,Jacobs UK Ltd,,,,
Manchester City Council,Manchester Leisure,Testing Fees,06.12.2021,5105789310,"£2,047.00",County Scientific Services,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06.12.2021,5105789335,"£1,500.00",Newall Green Primary Academy,,,,
Manchester City Council,Manchester Leisure,Special Event,06.12.2021,1907466055,£597.00,A.Maverick Design,,,,
Manchester City Council,Manchester Leisure,Special Event,06.12.2021,1907470514,"£2,125.00",Knight Rigging Services Ltd,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,06.12.2021,5105788790,"£29,793.18",Warden Construction Ltd,,,,
Manchester City Council,Manchester Leisure,Works and associated costs for Land and Buildings,06.12.2021,5105789001,"£7,850.99",Warden Construction Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Rents,06.12.2021,5105789444,"£1,597.00",Network Rail Property,,,,
Manchester City Council,Hospitality + Trading Services,Cleaning Equipment and Materials,06.12.2021,5105788878,£585.60,Alliance Disposables Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,06.12.2021,5105788791,"£74,638.74",Winners Contract Hire Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,06.12.2021,5105789776,£510.40,Mastacab LLP,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,06.12.2021,5105789742,"£10,520.39",Fast Hire UK,,,,
Manchester City Council,Hospitality + Trading Services,Machinery and equipment repairs,06.12.2021,5105789743,"£6,236.84",Fast Hire UK,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,06.12.2021,5105789470,"£1,932.46",Triscan Systems Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Professional fees,06.12.2021,5105789481,£550.00,Triscan Systems Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,06.12.2021,5105789171,"£38,839.85",Dowhigh Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,06.12.2021,5105789139,"£18,150.00",Dowhigh Ltd,,,,
Manchester City Council,Environment and Operations,Construction Works,06.12.2021,5105789181,"£9,031.61",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,06.12.2021,5105789188,"£130,636.17",Kiely Bros Ltd,,,,
