Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Corporate Services,Fees,23/06/2022,1907774738,26240.05,Marston Group Limited
Manchester City Council,Corporate Services,Fees,29/06/2022,1907779912,16857.65,Newlyn Plc
Manchester City Council,Corporate Services,Fees,22/06/2022,5105821486,12759,Pannone Corporate LLP
Manchester City Council,Corporate Services,Tracing fees,29/06/2022,5105822754,2110.02,Experian Limited
Manchester City Council,Corporate Services,Collection Commision,21/06/2022,5105821321,8776.15,Verrus (UK) T/A paybyphone
Manchester City Council,Corporate Services,Postage,07/06/2022,5105819300,11602.18,Royal Mail Group Plc
Manchester City Council,Corporate Services,Postage,14/06/2022,5105820373,1100.54,Royal Mail Group Plc
Manchester City Council,Corporate Services,Postage,14/06/2022,5105820374,10999.02,Royal Mail Group Plc
Manchester City Council,Corporate Services,Postage,21/06/2022,5105821413,7117.36,Royal Mail Group Plc
Manchester City Council,Corporate Services,Postage,23/06/2022,5105821414,10392.82,Royal Mail Group Plc
Manchester City Council,Corporate Services,Telecoms Equip,28/06/2022,5105822413,650.66,Insight Direct (Uk) Ltd
Manchester City Council,Corporate Services,Telecoms Equip,28/06/2022,5105822414,650.66,Insight Direct (Uk) Ltd
Manchester City Council,Corporate Services,I T Provision,24/06/2022,5105821729,1242,Bennett Workplace Solutions Ltd
Manchester City Council,Corporate Services,Cash Collection,14/06/2022,5105820401,5685.42,NSL Ltd
Manchester City Council,Corporate Services,Licences Purchase,15/06/2022,5105820594,5334,GMCA
Manchester City Council,Corporate Services,Heart of Manc Bid,27/06/2022,5105822266,750000,Heart of Manchester BID Co Ltd
Manchester City Council,Corporate Services,WPS Awards,06/06/2022,5105819164,610.02,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,08/06/2022,5105819621,715.75,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,09/06/2022,5105819597,522.14,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,09/06/2022,5105819759,591.16,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,10/06/2022,5105819619,843.04,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,10/06/2022,5105819854,512.08,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,10/06/2022,5105820173,610.99,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,15/06/2022,5105819565,534.8,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,16/06/2022,5105819583,566.77,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,16/06/2022,5105820921,852.48,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,16/06/2022,5105820922,656.87,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,17/06/2022,5105821086,913.15,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,20/06/2022,5105821205,785.54,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,21/06/2022,5105819851,938.76,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,21/06/2022,5105820460,1005.7,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,21/06/2022,5105821023,664.33,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,23/06/2022,5105819622,922.94,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,23/06/2022,5105819849,732.24,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,23/06/2022,5105820197,743.97,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,23/06/2022,5105820466,664.33,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,23/06/2022,5105820505,1034.03,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,23/06/2022,5105820546,1331.55,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819216,1529.33,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819569,528.7,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819570,756.09,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819868,535.62,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105820907,852.48,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105820925,570.26,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105821021,535.25,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105821224,677.03,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819598,664.33,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819601,664.13,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,WPS Awards,30/06/2022,5105819858,756.09,Furniture Resource Centre Ltd
Manchester City Council,Corporate Services,Bank Charges,27/06/2022,1907788190,11407.97,Capita Business Services Ltd
Manchester City Council,Corporate Services,Gym Membership,24/06/2022,1907781274,1140,Greenwich Leisure Limited
Manchester City Council,Corporate Services,Payments to Contractors,21/06/2022,5105821526,69949.18,NSL Ltd
Manchester City Council,Corporate Services,Payments to Contractors,21/06/2022,5105821530,327668.59,NSL Ltd
Manchester City Council,Corporate Services,HH Support Fund,30/06/2022,1907792679,200000,Citizens Advice Manchester
Manchester City Council,Corporate Services,Energy Rebate,22/06/2022,1907779968,1055000,POST OFFICE LTD
Manchester City Council,Corporate Services,Fees,07/06/2022,1907598862,-22583.95,Marston Group Limited
Manchester City Council,Corporate Services,Fees,07/06/2022,1907748603,-1405.95,CDER GROUP LIMITED
Manchester City Council,Corporate Services,Fees,07/06/2022,1907754185,-13285.35,Newlyn Plc
Manchester City Council,Corporate Services,Fees,13/06/2022,1907760403,-13475.85,Marston Group Limited
Manchester City Council,Corporate Services,Fees,13/06/2022,1907762199,-8168,Bristow & Sutor
Manchester City Council,Corporate Services,Fees,13/06/2022,1907762200,-13299.95,Jacobs
Manchester City Council,Corporate Services,Fees,13/06/2022,1907765550,-23586.75,Marston Group Limited
Manchester City Council,Corporate Services,Fees,23/06/2022,1907774734,-8582.65,Marston Group Limited
Manchester City Council,Corporate Services,Fees,23/06/2022,1907774738,-26240.05,Marston Group Limited
Manchester City Council,Corporate Services,Fees,29/06/2022,1907779912,-16857.65,Newlyn Plc
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,01/06/2022,5105819152,-4588.64,BT PLC
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,08/06/2022,5105819640,715.5,Jacobs UK Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,10/06/2022,5105819529,1681,GVA Grimley Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14/06/2022,5105820381,4400,Mather & Co Limited
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,15/06/2022,5105820604,15129.6,Ove Arup & Partners Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,15/06/2022,5105820605,1712.88,Ove Arup & Partners Ltd
