Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784548,"£5,096.18",Rossendale School Priory,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784743,£987.62,Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784742,£779.70,Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784616,£727.72,Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784614,£623.76,Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784745,£623.76,Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,04.11.2021,5105784617,£519.80,Reed Employment Plc,,,,
Manchester City Council,Adult Social Care,Training and Development,04.11.2021,5105784687,£750.00,Disabled Living,,,,
Manchester City Council,Adult Social Care,Professional fees,04.11.2021,5105784667,"£1,113.58",Wythenshawe Community Housing Group,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.11.2021,5105784636,"£80,000.00",Citizens Advice Manchester,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,04.11.2021,5105784640,"£5,471.87",Pure Innovations Ltd,,,,
Manchester City Council,Adult Social Care,Personal needs of client,04.11.2021,5105784697,"£1,400.00",Hoist & Shower Chair Company,,,,
Manchester City Council,Adult Social Care,Personal needs of client,04.11.2021,5105784698,"£1,400.00",Hoist & Shower Chair Company,,,,
Manchester City Council,Corporate Services,Training and Development,04.11.2021,5105784631,"£1,161.66",Kaplan Financial - Manchester,,,,
Manchester City Council,Corporate Services,WPS Awards,04.11.2021,5105784748,£711.59,Furniture Resource Centre Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784356,"£14,230.00",Turner & Townsend Project,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784612,"£150,645.85",Morgan Sindall C & I Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784668,"£25,967.98",R Development Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784504,"£3,211.86",Rigby Taylor Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784506,"£1,090.40",Rigby Taylor Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784505,"£1,062.20",Rigby Taylor Ltd,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.11.2021,5105784503,"£1,017.55",Rigby Taylor Ltd,,,,
Manchester City Council,Housing Revenue Account,Compensation Payments,04.11.2021,1907392778,"£6,450.00",Shelter,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784681,"£36,181.15",Cadence Resourcing Ltd,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784628,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784629,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784641,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784642,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784646,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784652,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784655,"£2,000.00",Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.11.2021,5105784630,£800.00,Badenoch & Clark,,,,
Manchester City Council,Chief Executives,Hire of Equipment,04.11.2021,5105784550,£998.00,Universal Live,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,04.11.2021,5105784487,"£120,833.33",National Football Museum,,,,
Manchester City Council,Chief Executives,Examination Fees,04.11.2021,5105784627,£859.75,ROAR Forensics Ltd,,,,
Manchester City Council,Chief Executives,Examination Fees,04.11.2021,5105784643,£764.75,ROAR Forensics Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.11.2021,5105784685,"£35,724.59",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.11.2021,5105784684,"£30,236.84",The Networking People (TNP) Ltd,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.11.2021,5105784682,"£19,201.00",The Networking People (TNP) Ltd,,,,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",04.11.2021,5105784735,£920.00,Wilkinson Bros,,,,
Manchester City Council,Regeneration Finance,"Consumable items eg Toilet rolls, soap etc",04.11.2021,5105784734,-£848.00,Wilkinson Bros,,,,
Manchester City Council,Regeneration Finance,Professional fees,04.11.2021,1907391892,"£146,000.00",MIHP LTD,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369086,"£116,105.56",Oldham Borough Council,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369090,"£116,105.56",Tameside Metropolitan Bouough,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369092,"£116,105.56",Wigan Metropolitan Borough Council,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369087,"£116,105.56",Rochdale Mbc,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369089,"£116,105.56",Stockport Metropolitan Borough,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369084,"£116,105.56",Bolton Mbc,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369088,"£116,105.56",Salford City Council,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369091,"£116,105.56",Trafford M B C,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369085,"£116,105.56",Bury M.B.C.,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369099,"£7,005.57",Tameside Metropolitan Bouough,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369101,"£7,005.57",Wigan Metropolitan Borough Council,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369096,"£7,005.57",Rochdale Mbc,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369098,"£7,005.57",Stockport Metropolitan Borough,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369093,"£7,005.57",Bolton Mbc,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369097,"£7,005.57",Salford City Council,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369100,"£7,005.57",Trafford M B C,,,,
Manchester City Council,Regeneration Finance,Non Housing Rent Receipts,04.11.2021,1907369094,"£7,005.57",Bury M.B.C.,,,,
Manchester City Council,Highways Services,Vehicle Fuel Costs,04.11.2021,5105784565,£573.12,Standard Fuels Oils,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,04.11.2021,5105784724,"£35,750.29",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,04.11.2021,5105784726,"£15,625.00",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,04.11.2021,5105784723,"£10,438.72",Rosgal Ltd,,,,
Manchester City Council,Highways Services,Professional fees,04.11.2021,5105784610,"£9,405.00",Waterman Aspen Ltd,,,,
Manchester City Council,Manchester Leisure,Equipment,05.11.2021,5105785065,"£1,900.00",Clean-Up UK Limited,,,,
Manchester City Council,Manchester Leisure,Equipment,05.11.2021,5105784826,"£1,625.00",Cocklestorm Fencing Ltd,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,05.11.2021,5105784433,"£2,150.00",dbnAudile Limited,,,,
Manchester City Council,Manchester Leisure,Hire of Equipment,05.11.2021,5105784776,"£1,395.40",Tube UK Ltd,,,,
Manchester City Council,Manchester Leisure,ClothsUniformLaundry,05.11.2021,5105785055,£846.00,Arco Group Ltd,,,,
Manchester City Council,Manchester Leisure,Grant Payments,05.11.2021,5105784891,"£8,750.00",Keep Britain Tidy,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.11.2021,5105784881,"£2,963.00",Dynamic Engagement Project,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.11.2021,5105784730,"£2,000.00",Revolution Youth,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,05.11.2021,5105784886,£500.00,Loreto College,,,,
Manchester City Council,Manchester Leisure,Special Event,05.11.2021,1907392418,"£12,500.00",UK Onward Think Tank Limited,,,,
Manchester City Council,Manchester Leisure,Special Event,05.11.2021,1907392417,"£3,261.98",GMC Limited,,,,
Manchester City Council,Manchester Leisure,Legal Fees,05.11.2021,5105784774,"£1,425.00",Trinity Chambers,,,,
Manchester City Council,Libraries and Theatres,Training and Development,05.11.2021,5105784851,£972.00,Keep Britain Tidy,,,,
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,05.11.2021,5105785046,"£8,734.80",Fast Hire UK,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,05.11.2021,1907393251,"£35,650.95",Ralph Livesey Ltd,,,,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,05.11.2021,5105784887,£585.00,Albert Jones Memorials,,,,
Manchester City Council,Environment and Operations,Construction Works,05.11.2021,5105784802,"£40,781.03",J.Hopkins (Contractors) Ltd.,,,,
Manchester City Council,Environment and Operations,Construction Works,05.11.2021,5105784764,"£21,622.09",Colas Limited,,,,
Manchester City Council,Environment and Operations,Construction Works,05.11.2021,5105784765,"£21,585.70",Colas Limited,,,,
Manchester City Council,Environment and Operations,Legal Fees,05.11.2021,5105784799,"£10,500.00",DEANS COURT CHAMBERS,,,,
Manchester City Council,Childrens & Education Services,Training and Development,05.11.2021,5105784859,£700.00,Arc People Development Ltd,,,,
Manchester City Council,Childrens & Education Services,External repairs and maintenance for buildings,05.11.2021,1907393235,£809.88,JPL DESIGN AND CONSTRUCT LTD,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,05.11.2021,5105784837,"£1,700.00",Middleton Cars Ltd,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,05.11.2021,5105784882,"£1,100.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,05.11.2021,5105784884,"£1,080.00",Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Transport Coach Hire,05.11.2021,5105784835,£580.00,Middleton Cars Ltd,,,,
Manchester City Council,Childrens & Education Services,Professional fees,05.11.2021,5105784870,"£1,680.00",Afruca,,,,
Manchester City Council,Childrens & Education Services,Professional fees,05.11.2021,5105784829,"£1,133.33",Choice Home Tutoring Ltd,,,,
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,05.11.2021,5105784810,£525.00,Saint Ambrose College,,,,
Manchester City Council,Childrens & Education Services,Payments for services,05.11.2021,5105784797,"£27,566.67",Abbey School Limited,,,,
Manchester City Council,Childrens & Education Services,Payments for services,05.11.2021,5105784867,"£4,138.61",Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,05.11.2021,5105784943,"£2,666.85",Venture Arts Ltd,,,,
Manchester City Council,Childrens & Education Services,Payments for services,05.11.2021,5105784868,"£2,393.16",Reed Employment Plc,,,,
Manchester City Council,Childrens & Education Services,Payments for services,05.11.2021,5105784796,£537.63,4syte Funding Limited,,,,
Manchester City Council,Childrens & Education Services,Foster Payments,05.11.2021,1907393233,£640.00,Redacted Personal Information,,,,
Manchester City Council,Childrens & Education Services,Compensation Payments,05.11.2021,1907386789,"£2,673.00",Department For Work & Pensions,,,,
Manchester City Council,Adult Social Care,Rents,05.11.2021,5105784863,"£135,365.97",T15 Consultancy Ltd,,,,
Manchester City Council,Adult Social Care,Rents,05.11.2021,5105784944,"£82,419.83",MJ Rental Ltd,,,,
Manchester City Council,Adult Social Care,Rents,05.11.2021,5105784914,"£12,067.11",K L Properties,,,,
Manchester City Council,Adult Social Care,Rents,05.11.2021,5105784823,"£9,147.55",Eeven Homes Ltd.,,,,
Manchester City Council,Adult Social Care,Rents,05.11.2021,5105784917,"£9,147.55",Eeven Homes Ltd.,,,,
Manchester City Council,Adult Social Care,Rents,05.11.2021,5105784819,"£2,734.87",Riverside ECHG,,,,
Manchester City Council,Adult Social Care,Equipment,05.11.2021,5105784690,"£3,855.20",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,05.11.2021,5105784762,"£2,970.00",Herida Healthcare Plc,,,,
Manchester City Council,Adult Social Care,Equipment,05.11.2021,5105784831,"£2,764.00",Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,Equipment,05.11.2021,5105784689,£530.09,Drive Devilbiss Healthcare Ltd,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",05.11.2021,5105784945,"£2,535.50",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,"Consumable items eg Toilet rolls, soap etc",05.11.2021,5105784902,"£2,196.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,05.11.2021,5105784855,"£14,944.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,05.11.2021,5105784854,"£14,460.00",Redacted Personal Information,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,05.11.2021,5105784752,"£880,583.17",Central Mcr Uni Hospital t/a,,,,
