Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Amount,Supplier Name
Manchester City Council,Childrens Services,Building Works,03.12.2010,5100396090,959532.75,Bramall Construction Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.12.2010,5100396135,843.00,Earth Anchors Ltd
Manchester City Council,Regeneration Finance,Oth Professional Fee,03.12.2010,5100396148,960.00,Manchester Metropolitan University
Manchester City Council,Chief Executives,Printing,03.12.2010,5100396169,593.00,Astra Signs
Manchester City Council,Adult Social Care,Equipment,03.12.2010,5100396213,1155.00,Morris & Alexander Ltd
Manchester City Council,Manchester Leisure,Computer Licenses,03.12.2010,5100396226,4469.40,Crimson Tide Ltd
Manchester City Council,Adult Social Care,Hire of Equipment,03.12.2010,5100396318,14742.21,Huntleigh Healthcare Ltd
Manchester City Council,Adult Social Care,Hire of Equipment,03.12.2010,5100396322,16682.24,Huntleigh Healthcare Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,03.12.2010,5100396325,6011.00,Intrinsic Technology Limited
Manchester City Council,Adult Social Care,Hire of Equipment,03.12.2010,5100396328,15416.58,Huntleigh Healthcare Ltd
Manchester City Council,Childrens Services,Computer Purchases,03.12.2010,5100396330,1304.05,Citrix Online UK Ltd
Manchester City Council,Childrens Services,Subsistence and Conference Expenses,03.12.2010,5100396333,1930.50,Manchester City Football Club Plc
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396339,1558.68,Homecare Support
Manchester City Council,Chief Executives,Legal Fees,03.12.2010,5100396345,2350.00,REDACTED PERSONAL DATA
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396348,-10330.29,Randstad Care
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396349,-1034.44,Randstad Care
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396353,5875.00,Abbey Gisburne Park Hospital
Manchester City Council,Adult Social Care,Personal needs of client,03.12.2010,5100396357,909.50,Aidapt Bathrooms Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396359,2084.50,Bennett Staff Bureau
Manchester City Council,Childrens Services,Grant and subscriptions awarded,03.12.2010,5100396360,11225.00,Homestart Manchester North
Manchester City Council,Manchester Leisure,Refuse Collection ex,03.12.2010,5100396362,2053.60,Dickinson Environmental
Manchester City Council,Childrens Services,Third party payments relating to Voluntary Organisations,03.12.2010,5100396363,760.26,Crossroads Caring for Carers
Manchester City Council,Corporate Services,Training and Development,03.12.2010,5100396365,2190.00,Institute of Internal Auditors
Manchester City Council,Housing General Fund,SP-Demolition,03.12.2010,5100396367,38513.00,Cruden Property Services Limited
Manchester City Council,Adult Social Care,Hire of Equipment,03.12.2010,5100396371,16660.17,Huntleigh Healthcare Ltd
Manchester City Council,Adult Social Care,Hire of Equipment,03.12.2010,5100396374,15243.12,Huntleigh Healthcare Ltd
Manchester City Council,Adult Social Care,Hire of Equipment,03.12.2010,5100396376,14540.98,Huntleigh Healthcare Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,03.12.2010,5100396393,70365.71,Manchester Working Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,03.12.2010,5100396393,158941.12,Manchester Working Ltd
Manchester City Council,Housing Revenue Account,CD - Adaptations,03.12.2010,5100396394,31328.66,Manchester Working Ltd
Manchester City Council,Corporate Services,Consultants Fees,03.12.2010,5100396396,832.00,Mckenna Judson Consulting
Manchester City Council,Corporate Services,Consultants Fees,03.12.2010,5100396396,9903.00,Mckenna Judson Consulting
Manchester City Council,Adult Social Care,Other Local Auth,03.12.2010,5100396400,58319.88,Blackburn With Darwen Borough Counc
Manchester City Council,Adult Social Care,Equipment,03.12.2010,5100396409,846.00,Endres UK Limited
Manchester City Council,Adult Social Care,Personal needs of client,03.12.2010,5100396410,1128.00,Endres UK Limited
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,03.12.2010,5100396413,-510.00,Rosgal Ltd
Manchester City Council,Grtr Manchester Urban Traffic,Payments to Sub-Contractors,03.12.2010,5100396419,510.00,Rosgal Ltd
Manchester City Council,Childrens Services,Agency staff provision,03.12.2010,5100396431,975.00,Randstad Education
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396432,1150.00,Eam House Childrens Respite Home
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,03.12.2010,5100396436,1975.00,Barcham Trees Plc
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396438,1039.70,Medicare First
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396439,1213.80,Medicare First
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396440,974.40,Eam House Childrens Respite Home
Manchester City Council,Housing General Fund,SP-Demolition,03.12.2010,5100396442,-38513.00,Cruden Property Services Limited
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396443,616.40,Medicare First
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396448,866.00,Eden Care(North West)Limited
Manchester City Council,Mersey Valley Joint Committee,Grounds Maintenance,03.12.2010,5100396452,-6555.00,Earth Anchors Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396456,1365.00,Mimosa Recovery Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,03.12.2010,5100396457,5149.63,One Stop Hire Limited
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396458,1365.00,Mimosa Recovery Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,03.12.2010,5100396459,1975.00,Barcham Trees Plc
Manchester City Council,Childrens Services,Professional Services Provision,03.12.2010,5100396460,592.00,Asdan
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396461,1365.00,Mimosa Recovery Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,03.12.2010,5100396462,900.00,Norton Hiab Services Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396463,1365.00,Mimosa Recovery Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,03.12.2010,5100396465,4500.00,Norton Hiab Services Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396466,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396467,2350.00,Abbey Gisburne Park Hospital
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396472,5875.00,Abbey Gisburne Park Hospital
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396473,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396474,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396476,2350.00,Abbey Gisburne Park Hospital
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396478,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396479,1645.00,Abbey Gisburne Park Hospital
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396481,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396484,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396486,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396488,2350.00,Abbey Gisburne Park Hospital
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396490,1950.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Payments for services,03.12.2010,5100396492,4230.00,Abbey Gisburne Park Hospital
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396494,1950.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396496,1365.00,Mimosa Recovery Ltd
Manchester City Council,Manchester Leisure,Payments for services,03.12.2010,5100396497,5000.00,Big Up Productions Ltd t/a Nuff
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396498,1950.00,Mimosa Recovery Ltd
Manchester City Council,Manchester Leisure,Payments for services,03.12.2010,5100396499,2000.00,Big Up Productions Ltd t/a Nuff
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396500,1365.00,Mimosa Recovery Ltd
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,03.12.2010,5100396503,1365.00,Mimosa Recovery Ltd
Manchester City Council,Childrens Services,Agency staff provision,03.12.2010,5100396505,1860.00,Central Mcr University Hospitals
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396510,778.41,Aptus Personnel Ltd t/a Jark
Manchester City Council,Manchester Leisure,Payments for services,03.12.2010,5100396516,643.41,Hochtief Faclilty Management
Manchester City Council,Manchester Leisure,Radio Charges,03.12.2010,5100396519,600.00,Mitel Networks Ltd
Manchester City Council,Chief Executives,Agency staff provision,03.12.2010,5100396521,740.88,Fawkes and Reece Ltd
Manchester City Council,Libraries and Theatres,Equipment,03.12.2010,5100396533,4881.76,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,03.12.2010,5100396535,5341.76,Axiell Ltd
Manchester City Council,Libraries and Theatres,Equipment,03.12.2010,5100396546,10201.76,Axiell Ltd
Manchester City Council,Learning Disabilities PB,Payments for services,03.12.2010,5100396570,22198.52,North West Community Services Ltd
Manchester City Council,Learning Disabilities PB,Payments for services,03.12.2010,5100396571,42195.70,North West Community Services Ltd
Manchester City Council,Learning Disabilities PB,Payments for services,03.12.2010,5100396572,5832.64,North West Community Services Ltd
Manchester City Council,Learning Disabilities PB,Payments for services,03.12.2010,5100396573,4661.76,North West Community Services Ltd
Manchester City Council,Learning Disabilities PB,Respite Care Costs,03.12.2010,5100396581,1610.00,EAM Lodge
Manchester City Council,Learning Disabilities PB,Respite Care Costs,03.12.2010,5100396582,1610.00,EAM Lodge
Manchester City Council,Learning Disabilities PB,Respite Care Costs,03.12.2010,5100396583,3450.00,EAM Lodge
Manchester City Council,Adult Social Care,Payments for services,03.12.2010,5100396584,1000.00,Active Age
Manchester City Council,Adult Social Care,Payments for services,03.12.2010,5100396586,650.00,Active Age
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396587,608.00,City Care Partnership Ltd
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396588,608.00,City Care Partnership Ltd
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396589,5601.28,City Care Partnership Ltd
Manchester City Council,Childrens Services,Payments for services,03.12.2010,5100396590,2051.72,City Care Partnership Ltd
Manchester City Council,Chief Executives,Hire of Premises,03.12.2010,5100396596,510.00,Barlow Moor Community Association.
Manchester City Council,Hospitality + Trading Services,Purchase of stores for re-distribution,03.12.2010,5100396638,2337.50,Burdens Ltd
Manchester City Council,Environment and Operations,Training,03.12.2010,5100396703,540.00,Transport & Training Services Ltd
Manchester City Council,Housing Revenue Account,Oth Professional Fee,03.12.2010,5100396710,1295.04,Switch 2 Energy Solutions Ltd
Manchester City Council,Environment and Operations,Payments to Sub-Contractors,03.12.2010,5100396712,1975.00,Barcham Trees Plc
Manchester City Council,Childrens Services,Supported Accom,03.12.2010,5100396713,560.00,Citi Mansions
Manchester City Council,Environment and Operations,Oth Professional Fee,03.12.2010,5100396715,502.40,Staffordshire County Council
Manchester City Council,Environment and Operations,Oth Professional Fee,03.12.2010,5100396715,856.00,Staffordshire County Council
Manchester City Council,Childrens Services,Oth Professional Fee,03.12.2010,5100396731,900.00,BRIANG LTD
Manchester City Council,Childrens Services,Oth Professional Fee,03.12.2010,5100396731,8775.00,BRIANG LTD
Manchester City Council,Chief Executives,Ext Rep & Main Build,03.12.2010,5100396743,160035.00,Cruden Group Ltd
Manchester City Council,Libraries and Theatres,Oth Professional Fee,03.12.2010,5100396746,1433.00,Amanda Howard Associates Ltd
Manchester City Council,Hospitality + Trading Services,Hire of Machinery,03.12.2010,5100396767,1646.00,R & M Developments Ltd
Manchester City Council,Hospitality + Trading Services,Building Materials for direct delivery,03.12.2010,5100396770,568.08,Marshalls Mono Ltd
