Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,03.10.2018,1906214577,"£1,500.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,03.10.2018,1700083454,"-£1,012.00",NATIONALITY DIRECTORAT,,,,,
Manchester City Council,Chief Executives,Funeral and coroner related services,03.10.2018,1906214297,"£2,880.00",Redacted Personal Information,,,,,
Manchester City Council,Regeneration Finance,Planning Application Fees,03.10.2018,1906212728,"£8,544.00",GMS Ltd,,,,,
Manchester City Council,Insurance Fund,Insurance,03.10.2018,1906212740,£700.00,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,04.10.2018,5100998061,"£3,995.25",Lisclare,,,,,
Manchester City Council,Adult Social Care,Registered Nursing Homes Permanent Payments,04.10.2018,5100998220,"-£27,518.14",Ringway Mews Nursing Home,,,,,
Manchester City Council,Corporate Services,Postage,04.10.2018,5100998045,"£6,938.95",Royal Mail Group Plc,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,04.10.2018,5100997956,"£19,046.12",Carlton Fuels Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,04.10.2018,5100997958,"£8,472.00",Carlton Fuels Ltd,,,,,
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,04.10.2018,5100998272,"£1,505.00",Park Crescent Hotel Ltd,,,,,
Manchester City Council,Highways Services,Payments to Sub-Contractors,04.10.2018,5100998396,"£19,286.85",Bt Redcare,,,,,
Manchester City Council,Corporate Services,Grounds Maintenance Costs,04.10.2018,5100998087,£600.66,Back Care Solutions Ltd,,,,,
Manchester City Council,Manchester Leisure,Contract Cleaning External,04.10.2018,5100997991,"£1,577.55",GTS Steam Cleaners,,,,,
Manchester City Council,Adult Social Care,Personal needs of client,04.10.2018,5100998003,"£1,177.70",Connevans Ltd,,,,,
Manchester City Council,Manchester Leisure,Equipment,04.10.2018,5100998265,"£18,897.50",Egbert Taylor Group,,,,,
Manchester City Council,Manchester Leisure,Equipment,04.10.2018,5100998265,"£3,832.50",Egbert Taylor Group,,,,,
Manchester City Council,Manchester Leisure,Equipment,04.10.2018,5100998258,"-£22,730.00",Egbert Taylor Group,,,,,
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,04.10.2018,5100998260,"£1,012.50",R & M Developments Ltd,,,,,
Manchester City Council,Regeneration Finance,Stationery,04.10.2018,5100998229,"-£15,954.72",Showsec International Ltd,,,,,
Manchester City Council,Adult Social Care,Supporting People Payments,04.10.2018,5100998154,"£23,028.50",Sanctuary Housing Association,,,,,
Manchester City Council,Adult Social Care,Training and Development,04.10.2018,5100998057,£750.00,Manchester Metropolitan University,,,,,
Manchester City Council,Adult Social Care,Training and Development,04.10.2018,5100998059,£750.00,Manchester Metropolitan University,,,,,
Manchester City Council,Adult Social Care,Training and Development,04.10.2018,5100998060,£750.00,Manchester Metropolitan University,,,,,
Manchester City Council,Adult Social Care,Training and Development,04.10.2018,5100998062,£750.00,Manchester Metropolitan University,,,,,
Manchester City Council,Adult Social Care,Training and Development,04.10.2018,5100998063,£750.00,Manchester Metropolitan University,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.10.2018,1906214405,"£2,524.50",Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.10.2018,1906214408,"£1,014.70",Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.10.2018,1906214409,"£1,010.70",Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.10.2018,1906214407,"£1,000.70",Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.10.2018,1906214404,£825.50,Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,Library Materials Acquisition,04.10.2018,1906214406,£691.50,Azhar Enterrprises,,,,,
Manchester City Council,Manchester Leisure,External repairs and maintenance for buildings,04.10.2018,5100997861,"£1,970.00",Groundwork Landscapes Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219954,"£1,215.07",Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219970,£987.86,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219988,£801.04,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220049,£726.03,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220050,£703.99,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219982,£671.23,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219980,£657.16,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219946,£600.72,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906219944,£574.71,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220043,£565.04,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220051,£530.03,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220018,£505.18,Brake Bros Foodservice Ltd,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,04.10.2018,5100998268,"£12,500.00",Manchester Rape Crisis Line.,,,,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,04.10.2018,5100998218,"-£16,146.00",The Pennine Acute Hospital Nhs Trus,,,,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04.10.2018,5100998285,"£10,500.00",Cheshire West and Chester,,,,,
Manchester City Council,Chief Executives,Professional fees,04.10.2018,5100997857,"£32,250.00",Greater Manchester Police,,,,,
Manchester City Council,Adult Social Care,Electricity,04.10.2018,1906220129,£894.56,British Gas Plc,,,,,
Manchester City Council,Chief Executives,Vehicle Hire Costs,04.10.2018,5100998286,£750.75,Manchester Van Hire Ltd,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998378,"£3,439.94",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998381,"£3,098.36",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998383,"£2,651.38",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998385,"£2,113.09",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998386,"£1,720.00",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998390,"-£2,651.38",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998391,"-£3,098.36",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998392,"-£3,439.94",Hays Personnel,,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.10.2018,5100997980,"£10,308.12",Esteem,,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.10.2018,5100998211,"-£10,308.12",Esteem,,,,,
Manchester City Council,Chief Executives,Infrastructure Fees,04.10.2018,5100998214,"£10,308.12",Esteem,,,,,
Manchester City Council,Regeneration Finance,Internal Repairs and Maintenance for buildings,04.10.2018,5100998249,"£33,790.60",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,04.10.2018,5100998253,"£7,161.52",Manchester Working Ltd,,,,,
Manchester City Council,Regeneration Finance,Preventative Maintenance Work,04.10.2018,5100998250,"£1,837.99",Manchester Working Ltd,,,,,
Manchester City Council,Adult Social Care,Compensation Payments,04.10.2018,1700083881,"-£6,101.63",The Divine Mercy Primary School,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220022,£854.98,Chicken Joes Limited,,,,,
Manchester City Council,Hospitality + Trading Services,Catering Provisions,04.10.2018,1906220044,£561.89,Chicken Joes Limited,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220638,£745.00,Ecomix Concrete Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220639,£745.00,Ecomix Concrete Ltd,,,,,
Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,04.10.2018,5100998201,£750.00,Inclusive Choice,,,,,
Manchester City Council,Adult Social Care,Gas,04.10.2018,1906220122,"£1,278.55",Gazprom Energy,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220653,"£3,660.00",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220647,"£2,686.40",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220651,"£2,686.40",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220654,"£1,532.80",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220648,"£1,476.40",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220652,"£1,286.00",Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220649,£831.92,Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Highways Services,Building Materials for direct delivery,04.10.2018,1906220650,£552.01,Benchmark Building Supplies Ltd,,,,,
Manchester City Council,Adult Social Care,Equipment,04.10.2018,5100998389,"£1,160.00",Ultimate Healthcare,,,,,
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,04.10.2018,5100998263,"£3,132.00",Alt Payee Acorn Care & Education,,,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,04.10.2018,5100996813,"£2,445.00",The Loop t/a Gamma Telecom Ltd,,,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,04.10.2018,5100998212,"£2,445.00",The Loop t/a Gamma Telecom Ltd,,,,,
Manchester City Council,Chief Executives,Landline Telephone Charges,04.10.2018,5100998210,"-£2,445.00",The Loop t/a Gamma Telecom Ltd,,,,,
Manchester City Council,Adult Social Care,Supported Accommodation,04.10.2018,5100998074,£938.00,Redacted Personal Information,,,,,
Manchester City Council,Housing Revenue Account,I T Provision,04.10.2018,5100997875,£885.00,Aareon UK Ltd,,,,,
Manchester City Council,Chief Executives,Printing,04.10.2018,5100998095,£570.00,NB Colour Print Limited,,,,,
Manchester City Council,Chief Executives,Printing,04.10.2018,5100998350,-£570.00,NB Colour Print Limited,,,,,
Manchester City Council,Housing General Fund,Building Works,04.10.2018,5100998227,"£120,920.63",One Manchester Limited,,,,,
Manchester City Council,Housing General Fund,Building Works,04.10.2018,5100998226,"-£120,920.63",One Manchester Limited,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.10.2018,5100998267,"£117,679.28",Vinci Construction UK Ltd,,,,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,04.10.2018,5100998267,"£74,612.57",Vinci Construction UK Ltd,,,,,
Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,04.10.2018,5100997862,£650.00,TNP Ltd,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,04.10.2018,5100998363,"£1,398.22",Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Agency staff provision,04.10.2018,5100998262,"£1,160.00",Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Rents,04.10.2018,5100997503,"£23,514.73",Housing Social Ltd,,,,,
Manchester City Council,Chief Executives,Payments to Sub-Contractors,04.10.2018,5100998371,£553.02,Redacted Personal Information,,,,,
Manchester City Council,Adult Social Care,Rents,04.10.2018,5100998278,"£5,865.76",Eeven Homes Ltd.,,,,,
Manchester City Council,Adult Social Care,Professional fees,04.10.2018,5100997839,£500.00,Autizma,,,,,
Manchester City Council,Regeneration Finance,Water Service Charges - Metered,04.10.2018,1906220131,"£1,435.46",Water Plus Limited,,,,,
Manchester City Council,Housing General Fund,Building Works,04.10.2018,1906220631,"£72,054.62",Abensons Solicitors,,,,,
Manchester City Council,Adult Social Care,Professional fees,04.10.2018,1906214165,"£1,131.11",Pickering Psychology Services Ltd,,,,,
Manchester City Council,Environment and Operations,Construction Works,04.10.2018,5100997506,"£454,174.48",Dawnus Construction,,,,,
Manchester City Council,Chief Executives,ICT Support & Maintenance,04.10.2018,5100998130,"£4,500.00",Modern Mindset Ltd,,,,,
Manchester City Council,Chief Executives,Licences Purchase,04.10.2018,5100998284,"£53,919.00",Spacecraft Creative Limited,,,,,
Manchester City Council,Adult Social Care,Consultants Fees,04.10.2018,1906220632,"£9,653.00",Caroline McKenna Consultancy Ltd,,,,,
Manchester City Council,Adult Social Care,Consultants Fees,04.10.2018,1906220633,"£1,445.00",Caroline McKenna Consultancy Ltd,,,,,
Manchester City Council,Manchester Leisure,Special Events,04.10.2018,1906214573,£600.00,Germanium Music,,,,,
Manchester City Council,Manchester Leisure,Special Events,04.10.2018,1906214572,£530.00,CDM UK Ltd,,,,,
Manchester City Council,Adult Social Care,Legal Fees,04.10.2018,1906211654,"£1,250.00",Redacted Personal Information,,,,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,04.10.2018,1906214168,"£1,200.00",East Manchester Academy,,,,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,05.10.2018,5100998628,"£12,500.00",Chorlton Good Neighbours,,,,,
Manchester City Council,Chief Executives,Training and Development,05.10.2018,5100998616,"£1,100.00",North West Employers Ltd,,,,,
Manchester City Council,Chief Executives,Third party payments relating to Voluntary Organisations,05.10.2018,5100998627,"£11,175.00",Benchill Community Centre,,,,,
