Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name,,
Manchester City Council,Insurance Fund,Insurance,06.09.2021,1907339257,"£4,879.00",Verlingue Limited,,
Manchester City Council,Insurance Fund,Insurance,06.09.2021,1907339259,"£1,141.91",Verlingue Limited,,
Manchester City Council,Manchester Leisure,Refuse Collection,07.09.2021,5105776372,"£54,199.50",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,07.09.2021,5105776358,"£15,069.60",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Grounds Maintenance,07.09.2021,5105776360,"£9,243.59",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Vehicle Fuel Costs,07.09.2021,5105776425,"£1,140.71",Standard Fuels Oils,,
Manchester City Council,Manchester Leisure,Disposables,07.09.2021,5105776359,"£53,403.70",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,07.09.2021,5105776383,£875.00,King William IV Angling Society,,
Manchester City Council,Manchester Leisure,Hire of Equipment,07.09.2021,5105776265,"£1,977.30",Tube UK Ltd,,
Manchester City Council,Manchester Leisure,Hire of Equipment,07.09.2021,5105776264,"£1,849.80",Tube UK Ltd,,
Manchester City Council,Manchester Leisure,Liquid Contnr Recycl,07.09.2021,5105776357,"£2,346.50",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Recycling Facilities,07.09.2021,5105776371,"£39,734.56",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Professional fees,07.09.2021,5105776290,"£87,600.00",Wythenshawe Forum Trust Ltd,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07.09.2021,5105776338,"£90,000.00",Young Manchester,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07.09.2021,5105776331,"£10,000.00",Moss Side Millennium Powerhouse Ltd,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07.09.2021,5105776339,"£9,000.00",Young Manchester,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07.09.2021,1907340097,"£4,200.00",Emmelines Pantry,,
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,07.09.2021,5105776364,£830.00,Zion Arts Centre Ltd,,
Manchester City Council,Manchester Leisure,Tipping - Tonnage,07.09.2021,5105776373,"£98,820.19",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Tipping - Skips,07.09.2021,5105776374,"£32,681.20",Redgate Holdings Ltd,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,07.09.2021,5105776389,"£5,250.00",Cornflower Ltd,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,07.09.2021,5105776367,£689.43,Stone Marketing Ltd,,
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,07.09.2021,5105776424,"-£1,140.71",Standard Fuels Oils,,
Manchester City Council,Hospitality + Trading Services,Vehicle Repairs,07.09.2021,5105776395,"£5,341.28",Winners Contract Hire Ltd,,
Manchester City Council,Hospitality + Trading Services,Funeral and coroner related services,07.09.2021,5105776094,£646.73,Facultatieve Technologies Ltd,,
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,07.09.2021,5105776386,"£1,028.40",Albert Jones Memorials,,
Manchester City Council,Environment and Operations,Construction Works,07.09.2021,5105776106,"£123,296.51",Kiely Bros Ltd,,
Manchester City Council,Environment and Operations,Construction Works,07.09.2021,5105776328,"£52,200.00",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Environment and Operations,Construction Works,07.09.2021,5105776329,"£11,490.16",J.Hopkins (Contractors) Ltd.,,
Manchester City Council,Childrens & Education Services,Professional fees,07.09.2021,1907339207,"£1,000.00",Redacted Personal Information,,
Manchester City Council,Childrens & Education Services,Payments for services,07.09.2021,5105776316,"£1,280.00",Staff Resources Ltd,,
Manchester City Council,Adult Social Care,Training and Development,07.09.2021,5105775869,£750.00,Disabled Living,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,07.09.2021,5105776442,£748.72,T F Jones Property Services Ltd,,
Manchester City Council,Adult Social Care,External repairs and maintenance for buildings,07.09.2021,5105776443,£548.80,T F Jones Property Services Ltd,,
Manchester City Council,Adult Social Care,Rents,07.09.2021,5105776400,"£12,577.73",K L Properties,,
Manchester City Council,Adult Social Care,Rents,07.09.2021,5105776072,"£8,628.79",Eeven Homes Ltd.,,
Manchester City Council,Adult Social Care,Rents,07.09.2021,5105776322,"-£8,628.79",Eeven Homes Ltd.,,
Manchester City Council,Adult Social Care,Equipment,07.09.2021,5105776391,"£3,960.00",Bentley Fielden Ltd,,
Manchester City Council,Adult Social Care,Equipment,07.09.2021,5105776397,£942.40,Morris & Alexander Ltd,,
Manchester City Council,Adult Social Care,Building Materials for direct delivery,07.09.2021,5105776144,"£1,900.00",Illingworth Ingham (M/cR),,
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,07.09.2021,5105776419,£883.46,Manchester People First,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,07.09.2021,5105776366,"£11,328.00",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Bed & Breakfast Acc,07.09.2021,5105776365,"-£11,894.40",Redacted Personal Information,,
Manchester City Council,Adult Social Care,Third party payments to Health Authority,07.09.2021,5105770075,"£212,500.00",Central Mcr Uni Hospital t/a,,
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07.09.2021,5105776341,"£59,080.42",Change Grow Live Services Ltd,,
Manchester City Council,Adult Social Care,Payments for services,07.09.2021,5105776354,"£12,432.00",Greater Manchester Mental Health,,
Manchester City Council,Adult Social Care,Personal needs of client,07.09.2021,5105776335,"£1,107.00",Accora,,
Manchester City Council,Adult Social Care,Works and associated costs for Land and Buildings,07.09.2021,5105776423,£620.00,WYG Engineering Ltd,,
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,07.09.2021,5105776347,"£23,630.69",F Parkinson Limited,,
Manchester City Council,Corporate Services,Mobilephone Charges,07.09.2021,5105776376,£956.84,EE/T-Mobile,,
Manchester City Council,Corporate Services,Licences Purchase,07.09.2021,5105776361,£563.04,Insight Direct (Uk) Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,07.09.2021,5105776416,"£2,249.00",The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,07.09.2021,5105776401,"£1,462.50",The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,07.09.2021,5105776433,"£1,404.01",The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,07.09.2021,5105776412,£805.00,The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,07.09.2021,5105776409,£592.00,The Fountain Company Ltd,,
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,07.09.2021,5105776348,"£17,046.18",F Parkinson Limited,,
Manchester City Council,Housing General Fund,Building Works,07.09.2021,5105776375,£820.00,Jacobs UK Ltd,,
Manchester City Council,Housing General Fund,Building Works,07.09.2021,5105776375,£636.00,Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Professional fees,07.09.2021,5105776375,"£2,750.00",Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Professional fees,07.09.2021,5105776375,"£1,750.00",Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Professional fees,07.09.2021,5105776375,"£1,500.00",Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Professional fees,07.09.2021,5105776375,"£1,500.00",Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Professional fees,07.09.2021,5105776375,£750.00,Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Professional fees,07.09.2021,5105776375,£500.00,Jacobs UK Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07.09.2021,5105776351,"£1,600.00",Avro Hallows TMO Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07.09.2021,5105776437,"£1,600.00",Avro Hallows TMO Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07.09.2021,5105776349,£715.00,Avro Hallows TMO Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07.09.2021,5105776350,£715.00,Avro Hallows TMO Ltd,,
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,07.09.2021,5105776352,£715.00,Avro Hallows TMO Ltd,,
Manchester City Council,Chief Executives,CRB Fees,07.09.2021,5105776418,"£1,044.00",United Medicare Ltd,,
Manchester City Council,Chief Executives,Telecoms Maintenance,07.09.2021,5105776124,£560.00,T.I.S. Limited,,
Manchester City Council,Chief Executives,ICT Sup & Maintnance,07.09.2021,5105776176,"£3,960.00",T.I.S. Limited,,
Manchester City Council,Chief Executives,Grant and subscriptions awarded,07.09.2021,5105776181,£750.00,Healthy Me Healthy Communities,,
Manchester City Council,Chief Executives,Advertising,07.09.2021,5105776439,"£3,500.00",Edison Media Limited,,
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,07.09.2021,5105776269,"£5,350.00",NE1 Procurement Services Limited,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,"£15,804.25",Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,"£6,253.50",Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,"£1,500.00",Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,"£1,363.00",Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,"£1,200.00",Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,£750.00,Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,£700.00,Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,£689.00,Jacobs UK Ltd,,
Manchester City Council,Regeneration Finance,Professional fees,07.09.2021,5105776375,£530.00,Jacobs UK Ltd,,
Manchester City Council,Highways Services,Grounds Maintenance,07.09.2021,5105776413,£856.50,The Fountain Company Ltd,,
Manchester City Council,Highways Services,Professional fees,07.09.2021,5105776411,"£3,155.00",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Professional fees,07.09.2021,5105776394,"£1,980.00",Halcyon Conservation Ltd,,
Manchester City Council,Highways Services,Professional fees,07.09.2021,5105776410,"£1,050.00",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Professional fees,07.09.2021,5105776434,"£1,050.00",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Professional fees,07.09.2021,5105776403,"£1,040.00",The Fountain Company Ltd,,
Manchester City Council,Highways Services,Professional fees,07.09.2021,5105776406,"£1,040.00",The Fountain Company Ltd,,
Manchester City Council,Manchester Leisure,Equipment,08.09.2021,5105776566,"£10,873.99",Kompan Ltd,,
Manchester City Council,Manchester Leisure,Equipment,08.09.2021,1907342836,"£5,467.48",RADISSON BLU EDWARDIAN BL,,
Manchester City Council,Manchester Leisure,Equipment,08.09.2021,5105776473,"£1,650.00",One Green World,,
Manchester City Council,Manchester Leisure,Equipment,08.09.2021,1907342866,"£1,544.85",WWW.GALATENT.CO.UK,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341915,"£2,645.66",COBWEB SOLUTIONS LIMIT,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342027,"£1,020.00",MANCHESTER CC PNP/,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907341964,£984.66,FLOWPLANT GRP LTD,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342280,£786.60,MSFT * E0400FCOMJ,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342298,£660.00,ROYAL MAIL ONLINE SHOP,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342571,£660.00,ROYAL MAIL ONLINE SHOP,,
Manchester City Council,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",08.09.2021,1907342003,£582.00,Redacted Personal Information,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,08.09.2021,5105776461,"£9,848.86",Greenfingers Landscape Ltd,,
Manchester City Council,Manchester Leisure,Payments to Sub-Contractors,08.09.2021,5105776575,"£5,000.00",Wythenshawe Community Farm,,
Manchester City Council,Manchester Leisure,General Office expenses,08.09.2021,1907341999,£545.73,Amazon Co.Uk,,
Manchester City Council,Manchester Leisure,Professional fees,08.09.2021,5105776051,"£5,600.00",North West Regional Youth Work Unit,,
Manchester City Council,Manchester Leisure,Professional fees,08.09.2021,5105776518,"£5,589.66",Eville & Jones Commercial Services,,
Manchester City Council,Manchester Leisure,Professional fees,08.09.2021,5105776519,"£5,083.55",Eville & Jones Commercial Services,,
Manchester City Council,Manchester Leisure,Professional fees,08.09.2021,5105776520,"£5,032.33",Eville & Jones Commercial Services,,
Manchester City Council,Manchester Leisure,Professional fees,08.09.2021,5105776578,"£1,306.00",Manchester Art Gallery,,
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,08.09.2021,5105776505,"£2,220.73",Hachette UK Distribution,,
